stop_name,stop_id,stop_lat,stop_lon,carrier,identifier
CAMPO MÁRTIRES DA PÁTRIA,1_9213,38.721676,-9.139055,data_carris,9213
CAMPO MÁRTIRES PÁTRIA,1_9208,38.722244,-9.139893,data_carris,9208
CAMPO OURIQUE (PRAZERES),1_8017,38.714282,-9.169519,data_carris,8017
CAMPO PEQUENO,1_1905,38.743554,-9.144859,data_carris,1905
CAMPO SANTANA,1_9211,38.723658,-9.139847,data_carris,9211
CAMPO STA. CLARA,1_2123,38.715389,-9.123084,data_carris,2123
CAMPOLIDE,1_6130,38.726763,-9.161993,data_carris,6130
CAMPOLIDE (AV. CONS. FERNANDO,1_6129,38.72739,-9.16145,data_carris,6129
CANTINA DA UNIVERSIDADE,1_13510,38.751401,-9.158766,data_carris,13510
CARAMÃO (AJUDA),1_12906,38.714581,-9.204523,data_carris,12906
CARAMÃO DA AJUDA,1_12905,38.714452,-9.204562,data_carris,12905
CARNIDE,1_12819,38.759429,-9.186839,data_carris,12819
CARNIDE (METRO),1_12821,38.759485,-9.192641,data_carris,12821
CARNIDE-METRO,1_12817,38.759443,-9.190177,data_carris,12817
CASAL VISTOSO,1_9007,38.741537,-9.128412,data_carris,9007
CASALINHO DA AJUDA,1_10309,38.709196,-9.192001,data_carris,10309
CASELAS,1_10401,38.716954,-9.213167,data_carris,10401
CASTANHEIRA MOURA,1_5913,38.774183,-9.156867,data_carris,5913
CASTELO,1_13810,38.71229,-9.13249,data_carris,13810
CEMITÉRIO AJUDA,1_12917,38.709715,-9.2031,data_carris,12917
CEMITÉRIO ALTO DE SÃO JOÃO,1_11701,38.729127,-9.122408,data_carris,11701
CEMITÉRIO ALTO S. JOÃO,1_11702,38.728861,-9.122193,data_carris,11702
CEMITÉRIO BENFICA,1_13703,38.756731,-9.201134,data_carris,13703
CEMITÉRIO DA AJUDA,1_12916,38.70961,-9.203333,data_carris,12916
CEMITÉRIO DE CARNIDE,1_14115,38.773257,-9.182927,data_carris,14115
CEMITÉRIO DOS OLIVAIS,1_8423,38.762359,-9.109549,data_carris,8423
CENTRO COMERCIAL DA PORTELA,1_12615,38.781007,-9.11183,data_carris,12615
CENTRO COMERCIAL DOS OLIVAIS,1_8421,38.761606,-9.113671,data_carris,8421
CENTRO CONGRESSOS,1_9513,38.699664,-9.183737,data_carris,9513
CENTRO CULTURAL BELÉM,1_13209,38.696078,-9.209717,data_carris,13209
CENTRO DE SAÚDE DA ENCARNAÇÃO,1_12210,38.772542,-9.117793,data_carris,12210
CENTRO SAÚDE AJUDA,1_13412,38.705521,-9.194308,data_carris,13412
CENTRO SUL,1_19001,38.667593,-9.163809,data_carris,19001
CHAPELEIRO,1_7222,38.790431,-9.159714,data_carris,7222
CHARNECA,1_6005,38.787177,-9.142515,data_carris,6005
CHARQUINHO,1_13705,38.755788,-9.19982,data_carris,13705
CHELAS,M33,38.75475,-9.11404,data_metro_de_lisboa,M33
CHIADO,1_10514,38.710323,-9.142011,data_carris,10514
CIDADE UNIVERSITÁRIA,1_5701,38.753847,-9.156517,data_carris,5701
CIF,1_12921,38.715156,-9.207765,data_carris,12921
CLUBE ATLÉTICO CARAMÃO,1_12925,38.712848,-9.206846,data_carris,12925
CLUBE DE TÉNIS,1_11805,38.716993,-9.18388,data_carris,11805
COLÉGIO MILITAR,1_13607,38.75826,-9.179998,data_carris,13607
COLÉGIO MILITAR (METRO),1_10811,38.752901,-9.189636,data_carris,10811
COLÉGIO MILITAR-LUZ,M03,38.75372,-9.18987,data_metro_de_lisboa,M03
COLÉGIO VALSASSINA,1_14720,38.755319,-9.126414,data_carris,14720
CONDE BARÃO,1_7105,38.708814,-9.151308,data_carris,7105
CONDE BARÃO - AV. 24 JULHO,1_7101,38.706331,-9.149936,data_carris,7101
CONDE BARÃO - AV. D. CARLOS I,1_7103,38.708901,-9.152939,data_carris,7103
CORPO SANTO,1_3820,38.707229,-9.141645,data_carris,3820
COSTA DO CASTELO,1_13808,38.71179,-9.132885,data_carris,13808
COVA DA MOURA,1_10205,38.707592,-9.167329,data_carris,10205
CRUZ DA PEDRA,1_10714,38.741232,-9.176198,data_carris,10714
CRUZ DAS ALMAS,1_8507,38.725345,-9.163631,data_carris,8507
CRUZ DAS OLIVEIRAS,1_8701,38.726592,-9.193751,data_carris,8701
CRUZ QUEBRADA,1_4304,38.701863,-9.251348,data_carris,4304
CRUZ QUEBRADA (CLUBE TÉNIS JAM,1_4309,38.70774,-9.251515,data_carris,4309
CRUZ QUEBRADA (FAC. MOTRICIDAD,1_4308,38.705354,-9.252343,data_carris,4308
Cabanas (Avª Visconde Tojal 276) Mafalda Pneus,11_1766,38.5564753632265,-8.96740659297528,data_tst,1766
Cabanas (Avª Visconde Tojal 75) Casa Raposo,11_1769,38.5527910256928,-8.97579974268731,data_tst,1769
Cabanas (Avª Visconde Tojal 90),11_1767,38.5526120450412,-8.97610869993096,data_tst,1767
Cabanas (Avª Visconde Tojal Fte 127),11_1768,38.5549565024431,-8.97213882067425,data_tst,1768
Cabanas (Avª Visconde Tojal) Lavagem Automática,11_1764,38.5590496784019,-8.95927179510932,data_tst,1764
Cabanas (Avª Visconde Tojal) Tralhas Avó,11_1763,38.5564701806093,-8.96742730733998,data_tst,1763
Cabanas (Avª Visconde Tojal) Urbanização Nova,11_1765,38.5591408178441,-8.95905251049669,data_tst,1765
Cabanas (Esc Primária),11_1770,38.5571143198317,-8.96493436044374,data_tst,1770
Cabanas (Fte Esc Primária),11_1771,38.5570820385201,-8.96506384654351,data_tst,1771
Cabanas (Lgo Igreja),11_1772,38.5545599143374,-8.97281925766247,data_tst,1772
Cabanas (Placa Fim Localidade),11_1773,38.5604201107891,-8.95535042752961,data_tst,1773
Cabanas (Placa Localidade),11_1774,38.56040717964,-8.95538924223367,data_tst,1774
Cabeço Velhinho (EN 379 Fte Lte 4),11_2853,38.5768095722615,-8.88115736163508,data_tst,2853
Cabeço Velhinho (EN 379 Lte 4),11_2854,38.5768101952539,-8.88113390823168,data_tst,2854
Cabeço Verde (EN 11-2) (X) Fonte Feto Fte Lte 11,11_3653,38.6290141927019,-9.0217829052627,data_tst,3653
Cabeço Verde (EN 11-2) (X) Fonte Feto Lte 11,11_3654,38.6290014992433,-9.02178575868373,data_tst,3654
Cabo Espichel,11_2577,38.4201450032294,-9.21330057623334,data_tst,2577
Cachofarra,11_1776,38.5132768719071,-8.86029698360191,data_tst,1776
Cacilhas,T05,38.68847,-9.14736,data_transtejo_soflusa,T05
Cacilhas (Avª 25 Abril 30),11_2099,38.684042598557,-9.15031385065559,data_tst,2099
Cacilhas (Avª 25 Abril 3A),11_2102,38.6849039632266,-9.1473288480168,data_tst,2102
Cacilhas (Avª 25 Abril 45C),11_2100,38.6838567901749,-9.15034544424569,data_tst,2100
Cacilhas (Avª 25 Abril 6),11_2101,38.6849905661304,-9.14748314500459,data_tst,2101
Cacilhas (Avª Aliança Povo MFA) Canecão,11_1105,38.6842855610295,-9.147076696278,data_tst,1105
Cacilhas (Avª Aliança Povo MFA) Esc Prof Almada,11_1106,38.6768338499895,-9.15144221969221,data_tst,1106
Cacilhas (Avª Aliança Povo MFA) Fte Canecão,11_1103,38.6841472467294,-9.14717027488268,data_tst,1103
Cacilhas (Avª Aliança Povo MFA) Fte Esc Prof Almad,11_1107,38.6768420831358,-9.15143733393028,data_tst,1107
Cacilhas (Avª Aliança Povo MFA) Fte Lisnave,11_1108,38.6798586317132,-9.14975256729907,data_tst,1108
Cacilhas (Avª Aliança Povo MFA) Lisnave,11_1104,38.6801253751003,-9.14960713258376,data_tst,1104
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P1,11_1109,38.6876589701285,-9.14783395465522,data_tst,1109
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P10,11_1113,38.6876140368717,-9.14703172048278,data_tst,1113
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P11,11_2587,38.687403120634,-9.14694213090524,data_tst,2587
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P13,11_198,38.6875855072704,-9.14721264696282,data_tst,198
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P17,11_2114,38.6877683056068,-9.1470174679057,data_tst,2114
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P18,11_2116,38.6877541279532,-9.14684376343904,data_tst,2116
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P19,11_2110,38.6879359823253,-9.1469399332769,data_tst,2110
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P2,11_1114,38.6874999028673,-9.14782620350994,data_tst,1114
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P20,11_2111,38.687711124044,-9.14698162475676,data_tst,2111
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P23,11_2118,38.6878332402555,-9.1468856003066,data_tst,2118
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P24,11_2108,38.6878508234749,-9.14689489882023,data_tst,2108
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P3,11_1115,38.6873591923917,-9.14779157560156,data_tst,1115
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P4,11_1116,38.6878248776654,-9.1471417576467,data_tst,1116
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P5,11_1117,38.687816305175,-9.14713728369024,data_tst,1117
Cacilhas (Lgo Alfredo Dinis Alex) Terminal P8,11_1120,38.6875941570775,-9.14721334796885,data_tst,1120
Cais Rocha (Museu Nac. Arte An,1_3905,38.703508,-9.16273,data_carris,3905
Cais Sodré,71_3804,38.70592,-9.14405,data_carristur,3804
Cais do Sodré,T04,38.70509,-9.14625,data_transtejo_soflusa,T04
Caixas (Café Caixeirense),11_2588,38.4696521506198,-9.14998549526479,data_tst,2588
Caixas (Depósito Água),11_2591,38.4566128799601,-9.13778922460919,data_tst,2591
Caixas (Fte Café Caixeirense),11_2589,38.4696024714358,-9.14991262369395,data_tst,2589
Caixas (Fte Lagar Velho),11_2593,38.4671573862564,-9.14376021351812,data_tst,2593
Caixas (Fte Mariscos Elba),11_2597,38.4715394964666,-9.15299506121642,data_tst,2597
Caixas (Fte Stand Automóveis A M Martins),11_2599,38.4523569444795,-9.13407923723895,data_tst,2599
Caixas (Fte Viv Mocho),11_2594,38.464917803238,-9.14248977457776,data_tst,2594
Caixas (Fte Zé Miguel) Vedações,11_2605,38.4597333725187,-9.14129509648441,data_tst,2605
Caixas (Lagar Velho),11_2592,38.4673698905273,-9.1442245253289,data_tst,2592
Caixas (Mariscos Elba),11_2596,38.4714994142227,-9.15296164981162,data_tst,2596
Caixas (Stand Automóveis A M Martins),11_2598,38.4519572199897,-9.13392967780222,data_tst,2598
Caixas (Viv Mocho),11_2595,38.4649418305157,-9.14249773271345,data_tst,2595
Caixas (X) Aiana,11_2601,38.4683779220693,-9.14701993832842,data_tst,2601
Caixas (Zé Mau),11_2603,38.4626062324194,-9.14230647880528,data_tst,2603
Caixas (Zé Miguel) Vedações,11_2604,38.4598441807056,-9.1413876763628,data_tst,2604
Cajados (R 25 Abril 112A),11_1784,38.5850995998014,-8.77323335153307,data_tst,1784
Cajados (R 25 Abril 21),11_1779,38.5726910590599,-8.77164145907301,data_tst,1779
Cajados (R 25 Abril 32),11_1781,38.5725902438028,-8.77163045549512,data_tst,1781
Cajados (R 25 Abril 53),11_1783,38.5758199550029,-8.77206872229744,data_tst,1783
Cajados (R 25 Abril 68),11_1785,38.5758832172537,-8.77207752730652,data_tst,1785
Cajados (R 25 Abril Fte 112A),11_1794,38.5852368301262,-8.77324971609145,data_tst,1794
Cajados (R 25 Abril) Antes Ponte AE,11_1788,38.5887673539094,-8.77371065167319,data_tst,1788
Cajados (R 25 Abril) Depois Ponte AE,11_1787,38.5887647203904,-8.77371031944484,data_tst,1787
Cajados (R 25 Abril) Depósito Const Civil,11_1789,38.5811887030384,-8.7727112723039,data_tst,1789
Cajados (R 25 Abril) Fte Depósito Const Civil,11_1791,38.581004961686,-8.77268743582976,data_tst,1791
Campo Grande (Metro),1_5808,38.760937,-9.157327,data_carris,5808
Campo Pequeno - Av. Berna,1_1914,38.741249,-9.147937,data_carris,1914
Campo Pequeno - Av. Defensores,1_1908,38.741533,-9.144214,data_carris,1908
Campo Pequeno - Av. República,71_1913,38.74291,-9.14684,data_carristur,1913
Campolide,11060004,38.73295,-9.1685,data_fertagus,11060004
Canha (EM 533) (X) EN 251,11_2852,38.759737533487,-8.63286153599404,data_tst,2852
Canha (EM 533) Fte Fábrica Cortiça,11_3369,38.7459068315261,-8.67259850535988,data_tst,3369
Canha (EM 533) Fábrica Cortiça,11_3368,38.7458758636411,-8.67267889355461,data_tst,3368
Canha (EN 251) (X) EM 533,11_2846,38.7597082666006,-8.63313882942551,data_tst,2846
Canha (EN 251) Fte Lgo Manuel Mauricio,11_2848,38.765831085472,-8.62682715090445,data_tst,2848
Canha (EN 251) Lgo Manuel Mauricio,11_2850,38.7658286469111,-8.62682949383168,data_tst,2850
Canha (R Castelo) Terminal,11_3777,38.7679906396824,-8.62627798128056,data_tst,3777
Canha (R Povo Unido 9),11_4074,38.7647832570168,-8.62735437111705,data_tst,4074
Canha (R Povo Unido Fte 9),11_4075,38.764695548776,-8.62731419871859,data_tst,4075
Capuchos (EN 10-1 738),11_1122,38.6472049166743,-9.22417339325136,data_tst,1122
Capuchos (EN 10-1 Fte 738),11_1123,38.6471849307919,-9.22387218927138,data_tst,1123
Carcavelos,11069187,38.68784,-9.33725,data_cp,11069187
Carpintaria (Antes Casa do Pinhal),11_4011,38.4788395750669,-9.11656767761706,data_tst,4011
Carpintaria (Casa do Pinhal),11_4010,38.4781425675115,-9.1193671333335,data_tst,4010
Carpintaria (Depois Casa do Pinhal),11_4056,38.4788457700579,-9.11648796993846,data_tst,4056
Carpintaria (EM 352),11_4057,38.4791397104174,-9.11328474011167,data_tst,4057
Carpintaria (Fte Casa do Pinhal),11_2635,38.4779311786904,-9.11958730248218,data_tst,2635
Carrapatal (EM 533) (X) EM 1127,11_266,38.7514164068031,-8.65789861462963,data_tst,266
Carrapatal (X) EM 533,11_267,38.751405309496,-8.65793966571938,data_tst,267
Carrasqueira (EN 378) Armazéns Teljorge,11_397,38.4835973762723,-9.10437564498686,data_tst,397
Carrasqueira (EN 378) Fte Armazéns Teljorge,11_247,38.483596096586,-9.10437530350495,data_tst,247
Carrasqueira (EN 378) Paragem Zona,11_2607,38.4871544922866,-9.10542472109022,data_tst,2607
Carregado,11031336,39.0064,-8.95319,data_cp,11031336
Carregueira (Aceiro Princ Carregueira) Café Janita,11_3255,38.6461139226317,-8.94343965938279,data_tst,3255
Carregueira (Aceiro Princ Carregueira) Fte Café Ja,11_3262,38.6461877000364,-8.94345636689441,data_tst,3262
Carregueira (EM 1024) (X) Aceiro Principal,11_3253,38.6541567413473,-8.943776953267,data_tst,3253
Carvalhinho (EM 1022 12),11_1296,38.649576154718,-8.97763998180804,data_tst,1296
Carvalhinho (EM 1022 25),11_1330,38.6475605610468,-8.97786129863607,data_tst,1330
Carvalhinho (EM 1022 Fte 12),11_3818,38.6497925519489,-8.9776265608054,data_tst,3818
Carvalhinho (EM 1022 Fte 25),11_3819,38.6476506048793,-8.97784690712524,data_tst,3819
Carvalhinho (EM 1022) Junto Modelo (Rotunda),11_3820,38.6461983075816,-8.97827017395558,data_tst,3820
Carvalhinho (EM 533-1) (X) IC 13,11_3823,38.6428495596555,-8.97102692477016,data_tst,3823
Carvalhinho (EM 533-1) (X) Junto R Bela Vista,11_3710,38.640082723451,-8.96101469367386,data_tst,3710
Carvalhinho (EM 533-1) Fte Modelo,11_3825,38.6441651364978,-8.97956333016557,data_tst,3825
Carvalhinho (EM 533-1) Loco Cozinhas,11_1333,38.6422330441897,-8.96752755321858,data_tst,1333
Carvalhinho (EM 533-1) Viv Roque,11_3822,38.6425270177474,-8.96919816346417,data_tst,3822
Carvalhinho (Rotunda) Modelo,11_3829,38.6446065025888,-8.97913458208929,data_tst,3829
Casa Timóteo (EN 4) Fte R Deolinda Maria,11_3617,38.6916815699771,-8.75546049298602,data_tst,3617
Casa Timóteo (EN 4) R Deolinda Maria,11_3618,38.691820300627,-8.75638445359207,data_tst,3618
Casa do Povo,12_12,38.64248,-9.15181,data_metro_transportes_do_sul,12
Casal Cramual,11_1796,38.5050882031022,-8.97086161521368,data_tst,1796
Casal Cramual (Fte),11_1798,38.505094964218,-8.97086953058938,data_tst,1798
Casal Figueiras (Centro),11_2617,38.4670639152802,-9.12805744974062,data_tst,2617
Casal Figueiras (Cerâmica),11_2619,38.4703167804183,-9.12947392610577,data_tst,2619
Casal Figueiras (Fte Cerâmica),11_2618,38.4703089827669,-9.12947432234895,data_tst,2618
Casal Figueiras (Fte Móveis Felizardo),11_2621,38.4640417801025,-9.12695183749599,data_tst,2621
Casal Figueiras (Móveis Felizardo),11_2620,38.4637946089198,-9.12686396232167,data_tst,2620
Casal Forreta (X),11_1801,38.5078041728686,-8.97330377530343,data_tst,1801
Casal Marco (Avª 1º Maio) (X) R 25 Abr (Fte Rest 1,11_1124,38.6106924277789,-9.09343867458285,data_tst,1124
Casal Marco (Avª Ponte Fte Lte 52),11_3228,38.6012554774263,-9.09611918656652,data_sul_fertagus,3228
Casal Marco (Avª Ponte) Centro Saúde,11_3229,38.6006399642007,-9.09630522963426,data_sul_fertagus,3229
Casal Marco (Avª Ponte) Multicash,11_2623,38.6067356925831,-9.09458554805919,data_sul_fertagus,2623
Casal Marco (Avª Principal Lte 93),11_3039,38.6067043825123,-9.09070435755142,data_sul_fertagus,3039
Casal Marco (EN 10 Km 11800) Posto BP,11_2634,38.6077135611642,-9.0991562160577,data_tst,2634
Casal Marco (EN 10 Km 12100 528),11_981,38.6078992752507,-9.09545337498438,data_tst,981
Casal Marco (EN 10 Km 12100) (X) Pinhal Frades,11_1804,38.6079673094925,-9.09426724919239,data_sul_fertagus,1804
Casal Marco (EN 10 Km 12500) Cortegaça,11_982,38.6081991155176,-9.08929175903703,data_sul_fertagus,982
Casal Marco (EN 10 Km 12500) Fte Cortegaça,11_983,38.6081706110461,-9.08984796212504,data_sul_fertagus,983
Casal Marco (EN 10 Km 13000) Fte Opca,11_984,38.608436616308,-9.0848565413397,data_sul_fertagus,984
Casal Marco (EN 10 Km 13000) Opca,11_985,38.6084834470231,-9.08369825504206,data_sul_fertagus,985
Casal Marco (EN 10) Antes (X) Continente,11_2627,38.6107086629265,-9.10626611851665,data_tst,2627
Casal Marco (EN 10) Fte Seaside,11_2636,38.6081025328091,-9.09115314237893,data_tst,2636
Casal Marco (R 25 Abril 10) Panisal,11_1130,38.610909464905,-9.09364901365902,data_tst,1130
Casal Marco (R 25 Abril 112A),11_1131,38.6130476787532,-9.09439735778109,data_sul_fertagus,1131
Casal Marco (R 25 Abril 173) (X) EN 10,11_1133,38.6083895509776,-9.09451481459864,data_tst,1133
Casal Marco (R 25 Abril Fte 112A) (X) R S Marques,11_1132,38.613112095877,-9.09444171153171,data_sul_fertagus,1132
Casal Marco (R 25 Abril) Farmácia,11_3036,38.6102738570817,-9.09365643800727,data_sul_fertagus,3036
Casal Marco (R 25 Abril) Fte Farmácia,11_3037,38.6102519843149,-9.09365829306042,data_sul_fertagus,3037
Casal Marco (R C Ramiro Correia Lte 22A),11_2638,38.6004003785958,-9.09353858717614,data_sul_fertagus,2638
Casal Marco (R Casal Marco 172),11_3042,38.6091770524461,-9.0947530374455,data_sul_fertagus,3042
Casal Marco (R Casal Marco Fte 170),11_3044,38.6091729059502,-9.09466995826618,data_sul_fertagus,3044
Casal Marco (R Desembargador 72) Fte Mercado,11_3045,38.6090713723071,-9.09197088280502,data_sul_fertagus,3045
Casal Marco (R Joaq Camacho) C Const Alumínios,11_2639,38.6058875632692,-9.09377417931486,data_sul_fertagus,2639
Casal Marco (R Saudade Lte 610A),11_2637,38.5997604204045,-9.0930230907962,data_sul_fertagus,2637
Casal Novo (EN 379),11_987,38.5469968900014,-8.98333543435247,data_tst,987
Casal Poço (R 25 Abril 108),11_2127,38.6192174136438,-9.19629253733646,data_tst,2127
Casal Poço (R 25 Abril 115),11_2126,38.6192473535037,-9.19635691954566,data_tst,2126
Casal Poço (R 25 Abril Fte Lte 4),11_2128,38.6233104119826,-9.1983069686036,data_tst,2128
Casal Poço (R 25 Abril Fte Lte 64),11_2125,38.6208548703131,-9.19897609222228,data_tst,2125
Casal Poço (R 25 Abril Lte 64),11_2007,38.6208405383016,-9.19897591346624,data_tst,2007
Casal Poço (R José Estevão 3),11_2011,38.6172795177557,-9.1942283692781,data_tst,2011
Casal Poço (R José Estevão 4),11_2129,38.6172610107101,-9.19419355879734,data_tst,2129
Casal Sapo (Estr M Grilo Fte Lte 1540),11_2741,38.5527736829627,-9.09436062705791,data_tst,2741
Casal Sapo (Estr M Grilo Lte 1540),11_2742,38.5527198173544,-9.09462804628621,data_tst,2742
Casal Sapo (Estr M Grilo) (X) R Juventude,11_2736,38.5536999357881,-9.09140016822314,data_tst,2736
Casal Sapo (Estr M Grilo) Fte Rest Las Palmas,11_2737,38.5575221641456,-9.08436858113816,data_tst,2737
Casal Sapo (Estr M Grilo) Fte Restaurante Túnel,11_2740,38.5551167495736,-9.0877506140393,data_tst,2740
Casal Sapo (Estr M Grilo) Restaurante Las Palmas,11_2738,38.5576738234954,-9.0841042072097,data_tst,2738
Casal Sapo (Estr M Grilo) Restaurante Túnel,11_2739,38.5552977888611,-9.08750029920876,data_tst,2739
Casal Sto António (R Qta Cerieira 72),11_1138,38.6435667568023,-9.18243544606275,data_tst,1138
Casal Sto António (R Qta Cerieira Fte 72),11_1139,38.6434879112791,-9.18242240961981,data_tst,1139
Casas Velhas (Dia a Dia),11_2130,38.6565345745493,-9.20146778359469,data_tst,2130
Cascais,11069260,38.70085,-9.41792,data_cp,11069260
Castanheira do Ribatejo,11031310,38.98747,-8.96654,data_cp,11031310
Cavadas (R 25 Abril 31) Fte Esc S Alfredo R Silve,11_1144,38.6179499713773,-9.09889324729619,data_sul_fertagus,1144
Cavadas (R 25 Abril 54) CGD,11_1146,38.6160477160114,-9.09671171486694,data_sul_fertagus,1146
Cavadas (R 25 Abril 60) Café O Renascer,11_1145,38.6158230253007,-9.09641274735745,data_sul_fertagus,1145
Cavadas (R 25 Abril) Esc S Alfredo R Silveira,11_1143,38.618063747487,-9.09890309111702,data_sul_fertagus,1143
Cavadas (X) Avª Gen H Delgado 177 (Leit Alentejan,11_3051,38.6209358519895,-9.09841459887731,data_sul_fertagus,3051
Cavadas (X) Avª Gen H Delgado 186,11_3052,38.6209092160723,-9.09859791577627,data_sul_fertagus,3052
Cavaquinhas (Avª José Afonso) (X) R Paulo Gama,11_1151,38.6312583910755,-9.10117254952598,data_sul_fertagus,1151
Cavaquinhas (Avª José Afonso) Fte Mr Clean,11_1152,38.6312744759194,-9.10407600457694,data_tst,1152
Cavaquinhas (Avª José Afonso) Lte Silva,11_1154,38.6312711340153,-9.10013333309394,data_sul_fertagus,1154
Cavaquinhas (Avª José Afonso) Mr Clean,11_1153,38.6312741398288,-9.1041769340489,data_tst,1153
Cavaquinhas (Avª República) Fte Super Novo Mundo,11_1155,38.6318288505586,-9.10540145028719,data_tst,1155
Cavaquinhas (R Paulo Gama) (X) Avª José Afonso,11_1156,38.6305582377291,-9.1014759551987,data_tst,1156
Cavaquinhas (R Paulo Gama) Traseiras A S & Silva,11_1157,38.6305781064837,-9.10147729800916,data_tst,1157
Cavaquinhas (X) (Avª José Afonso) Marcodiesel,11_1147,38.630770114929,-9.10522399869966,data_tst,1147
Caxias,11069120,38.69878,-9.27441,data_cp,11069120
Cemitério Algeruz,11_646,38.5460000016831,-8.86466146392884,data_tst,646
Cemitério do Terrim,11_4340,38.6184302108323,-8.91834410165928,data_tst,4340
Centro Saúde Sete Rios,1_1618,38.739868,-9.16894,data_carris,1618
Centro Saúde Tílias,1_1626,38.740335,-9.171908,data_carris,1626
Ch Caparica (Alameda Amália Rodrigues Lte 3),11_1141,38.6233130749545,-9.19936610158918,data_tst,1141
Ch Caparica (Alameda Amália Rodrigues) Dep Rotunda,11_219,38.6233121323513,-9.19827522275307,data_tst,219
Ch Caparica (Clinica Monserrate),11_2131,38.6296958893826,-9.19870663054147,data_tst,2131
Ch Caparica (Estr Bela Vista 179) (X) Qta Nova,11_3053,38.6311868296259,-9.19346655156127,data_sul_fertagus,3053
Ch Caparica (Estr Bela Vista 191),11_3055,38.6306204303634,-9.19552220846041,data_sul_fertagus,3055
Ch Caparica (Estr Bela Vista 206) (X) Qta Nova,11_3056,38.631247847176,-9.19311745967639,data_sul_fertagus,3056
Ch Caparica (Palhais R Azinhaga Carreta 9),11_1159,38.6292276178987,-9.19924676973222,data_tst,1159
Ch Caparica (Palhais R Elias Garcia) Posto Galp,11_2162,38.629675262833,-9.19867976044958,data_tst,2162
Ch Caparica (Palhais R Henrique Santana 30),11_1142,38.6256234385635,-9.20069142171119,data_tst,1142
Ch Caparica (Palhais R Henrique Santana 63A),11_3918,38.6257596966671,-9.20054998376274,data_tst,3918
Ch Caparica (Palhais R Henrique Santana) C Saúde,11_1161,38.6265968516861,-9.19946738753894,data_tst,1161
Ch Caparica (Palhais R Henrique Santana) Fte C Sa,11_1162,38.6268432771276,-9.19915772056216,data_tst,1162
Ch Caparica (R Antonio Andrade) Churrasqueira,11_2145,38.6175464932467,-9.1928126300533,data_tst,2145
Ch Caparica (R António Andrade 1215),11_2149,38.6088312686342,-9.18760292725764,data_tst,2149
Ch Caparica (R António Andrade) Artesão,11_2137,38.6109763640144,-9.18868480973163,data_tst,2137
Ch Caparica (R António Andrade) Fte Artesão,11_2136,38.6111567206703,-9.18873904965566,data_tst,2136
Ch Caparica (R António Andrade) Fte Granifogo,11_2141,38.6153767637033,-9.19108388839733,data_tst,2141
Ch Caparica (R António Andrade) Fte Mcdonald's,11_2148,38.6127292032242,-9.18946533600406,data_tst,2148
Ch Caparica (R António Andrade) Granifogo,11_2135,38.6153772506567,-9.1910840820211,data_tst,2135
Ch Caparica (R António Andrade) Ladrilis,11_2143,38.6173019387982,-9.19248241950316,data_tst,2143
Ch Caparica (R António Andrade) Mcdonald's,11_2147,38.6129135339843,-9.18957264927092,data_tst,2147
Ch Caparica (R António Andrade) Restaurante Parque,11_2139,38.6076214616942,-9.18684789556328,data_tst,2139
Ch Caparica (R D João V 38),11_2153,38.5969874671695,-9.1876289382542,data_tst,2153
Ch Caparica (R D João V Fte 38),11_2150,38.5970831478072,-9.18761791887283,data_tst,2150
Ch Caparica (R D João V Fte Lte 120),11_2151,38.5915341520275,-9.19099457010926,data_tst,2151
Ch Caparica (R D João V Fte Lte 137),11_2152,38.5889997624091,-9.19288234555518,data_tst,2152
Ch Caparica (R D João V Fte Lte 62),11_2154,38.5949961868839,-9.18840079693591,data_tst,2154
Ch Caparica (R D João V Lte 120),11_2020,38.5914967840476,-9.19102785315752,data_tst,2020
Ch Caparica (R D João V Lte 137),11_2042,38.5890470019094,-9.19284857682646,data_tst,2042
Ch Caparica (R D João V Lte 62),11_2048,38.5949061232223,-9.18843568327449,data_tst,2048
Ch Caparica (R Dr Oliv Feijão Fte Lte 1074) (X) V,11_2156,38.6206321481032,-9.19424072250302,data_tst,2156
Ch Caparica (R Dr Oliveira Feijão Fte 6),11_2159,38.6248170694562,-9.19611792102203,data_tst,2159
Ch Caparica (R Dr Oliveira Feijão Lte 1074),11_2160,38.6204677962198,-9.19417181368095,data_tst,2160
Ch Caparica (R Dr Oliveira Feijão Lte 6),11_2161,38.6247512710998,-9.19608251684904,data_tst,2161
Ch Caparica (R Elias Garcia Fte LMMT 10) Viv G To,11_2164,38.6279692814296,-9.19731214119294,data_tst,2164
Ch Caparica (R Elias Garcia) Fte (X) R Cid Porto A,11_2163,38.6277083551212,-9.1973145159247,data_tst,2163
