stop_name,stop_id,stop_lat,stop_lon,carrier,identifier
Fernão Ferro (R Serra Arrábida 124) C Veterinária,11_3162,38.5782330355019,-9.08551483984255,data_sul_fertagus,3162
Fernão Ferro (R Serra Marão 246),11_3161,38.5764051799244,-9.08504009455806,data_sul_fertagus,3161
Figueiras (EN 4) (X) R Heróis Ultramar,11_3628,38.6839638532996,-8.68369654934523,data_tst,3628
Figueiras (EN 4) Fte (X) R Heróis Ultramar,11_3627,38.6839883600527,-8.68330092875726,data_tst,3627
Figueiras (EN 4) Fte Marco 37,11_3626,38.6833759218485,-8.69244339882114,data_tst,3626
Figueiras (EN 4) Marco 37,11_3625,38.6834339767357,-8.69159676286451,data_tst,3625
Flor Mata (EN 378) Adega Lavrador,11_2760,38.5867589427091,-9.10369298427324,data_tst,2760
Flor Mata (EN 378) Depois Viaduto AE,11_2764,38.6084731558127,-9.10674836283958,data_tst,2764
Flor Mata (EN 378) Fte Granifogo,11_2766,38.5910906132579,-9.10623766304442,data_tst,2766
Flor Mata (EN 378) Fte Qta Palmeira,11_2770,38.6035600810342,-9.10501714028314,data_tst,2770
Flor Mata (EN 378) Granifogo,11_2765,38.591196167643,-9.10613840963946,data_tst,2765
Flor Mata (EN 378) Posto BP,11_2768,38.5963983994972,-9.10616006854971,data_tst,2768
Flor Mata (EN 378) Qta Palmeira,11_2769,38.6034501110844,-9.10496108710875,data_tst,2769
Fogueteiro,11017186,38.60997,-9.10155,data_fertagus,11017186
Fogueteiro (Avª 1º Maio) Fte Grémio,11_1301,38.6166881304392,-9.11103030359842,data_tst,1301
Fogueteiro (Avª 1º Maio) Fte Posto Cepsa,11_1302,38.6161763568308,-9.11068611480046,data_tst,1302
Fogueteiro (Correr Água R Mov Forç Armadas 22),11_3175,38.619073860265,-9.11120875054456,data_sul_fertagus,3175
Fogueteiro (Correr Água R Mov Forç Armadas 23),11_3176,38.6186057411953,-9.1112772878434,data_sul_fertagus,3176
Fogueteiro (Correr Água R Mov Forç Armadas 38),11_3177,38.620858389891,-9.11068767430279,data_sul_fertagus,3177
Fogueteiro (Correr Água R Mov Forç Armadas 95A),11_3178,38.6209671796498,-9.11063940156659,data_sul_fertagus,3178
Fogueteiro (Descida Continente),11_1305,38.61146360386,-9.10407450678525,data_tst,1305
Fogueteiro (EN 10) (X) Casal Marco,11_1306,38.6087325576174,-9.10654614449213,data_tst,1306
Fogueteiro (Entroncamento EN 10),11_1307,38.6107534173975,-9.10676723619432,data_tst,1307
Fogueteiro (Est Ferroviária),11_3115,38.6096514948723,-9.1004333099429,data_sul_fertagus,3115
Fogueteiro (Fte Continente) Rotunda,11_3658,38.6122448707364,-9.10561445891592,data_tst,3658
Fogueteiro (Qta Mata),11_3169,38.613363799267,-9.11263062339983,data_sul_fertagus,3169
Fogueteiro (R Gen Humberto Delgado 10),11_3171,38.6158827800051,-9.11193245312264,data_sul_fertagus,3171
Fogueteiro (R Gen Humberto Delgado 15),11_3172,38.6159120231275,-9.11192696203238,data_sul_fertagus,3172
Fogueteiro (R Gen Humberto Delgado 40),11_3173,38.613854712319,-9.11190915646106,data_sul_fertagus,3173
Fogueteiro (R Gen Humberto Delgado 47),11_3174,38.6138404474252,-9.11191272897653,data_sul_fertagus,3174
Fogueteiro (Subida Continente),11_1309,38.6114934388355,-9.10260017624601,data_tst,1309
Fomega,12_18,38.66555,-9.19401,data_metro_transportes_do_sul,18
Fontaínhas (Avª Forças Armadas Fte Lte 2568),11_2784,38.5550066609787,-9.0809955770235,data_tst,2784
Fontaínhas (Avª Forças Armadas Fte Lte 33),11_2788,38.5511455824066,-9.08031499122838,data_tst,2788
Fontaínhas (Avª Forças Armadas Lte 2568),11_2785,38.554842631564,-9.0809672571719,data_tst,2785
Fontaínhas (Avª Forças Armadas Lte 33),11_2789,38.5511678974403,-9.08031868974712,data_tst,2789
Fontaínhas (Avª Forças Armadas) (X) Estr M Grilo,11_2783,38.5587861482605,-9.08170062944655,data_tst,2783
Fontaínhas (Avª Forças Armadas) Fte Fáb Mármores,11_2786,38.5494034996725,-9.08000884317982,data_tst,2786
Fontaínhas (Avª Forças Armadas) Fábrica Mármores,11_2787,38.5493588637242,-9.08005353214915,data_tst,2787
Fontaínhas (R 25 Abril Fte Lte 19),11_2793,38.5474730939409,-9.07688633905702,data_tst,2793
Fontaínhas (R 25 Abril Lte 19),11_2792,38.5475062047381,-9.07719125008271,data_tst,2792
Fontaínhas (R Liberdade) Parque Campismo,11_2791,38.5471901753718,-9.07218037849749,data_tst,2791
Fonte Barreira,11_4055,38.6472498489361,-8.68937338268022,data_tst,4055
Fonte Prata (Avª Luis Camões Fte Lte E),11_3378,38.6531052981292,-9.00621905201149,data_tst,3378
Fonte Prata (Avª Luis Camões Lte E),11_3379,38.6530096799541,-9.00606358214305,data_tst,3379
Fonte Prata (Avª Luis Camões) (X) R Ioly Braga San,11_542,38.655305348831,-9.00916896506035,data_tst,542
Fonte Prata (Avª Luis Camões) (X) R Joly Braga San,11_547,38.6553721279599,-9.00926275927991,data_tst,547
Fonte Prata (R Jorge Peixinho 41),11_541,38.6560458265733,-9.0121335124615,data_tst,541
Fonte Prata (R Jorge Peixinho Fte 39),11_548,38.6563709570547,-9.01179201582436,data_tst,548
Fonte Prata (R Jorge Peixinho) Compª Lavagens,11_3376,38.6533242070048,-9.0128193339933,data_tst,3376
Fonte Prata (R Jorge Peixinho) Fte Compª Lavagens,11_3377,38.6528402523153,-9.0128252513721,data_tst,3377
Fonte Senhora (R António R Dias) Fte Fonte,11_3849,38.7115258999251,-8.91738181871055,data_tst,3849
Fonte Senhora (R António R Dias) Junto Fonte,11_3856,38.7114398907492,-8.91729731620323,data_tst,3856
Fonte Senhora (R António Rodrigues Dias) (X) EN 4,11_1396,38.7072296465182,-8.91459200469239,data_tst,1396
Fonte Senhora (R Hortas 17),11_3299,38.710648331669,-8.92003474729727,data_tst,3299
Fonte Senhora (R Hortas Fte 17),11_3857,38.710719832962,-8.91991707499608,data_tst,3857
Fonte Senhora (X) EN 4,11_3600,38.7073104207071,-8.91463556945696,data_tst,3600
Fonte Sesimbra,11_4058,38.4761785691525,-9.11345708606611,data_tst,4058
Fonte Telha (Avª Mar 223) Golf,11_1311,38.5778433159586,-9.1865332457808,data_tst,1311
Fonte Telha (Avª Mar) Residencial Aroeira,11_1310,38.5779368141602,-9.1862919567047,data_tst,1310
Fonte Telha (Brigada Fiscal),11_1312,38.575979124192,-9.19355627983591,data_tst,1312
Fonte Telha (Estr F Telha 12) (X) Praia Saúde,11_2226,38.6317583674048,-9.22376245915939,data_tst,2226
Fonte Telha (Estr F Telha 143) Pq Camp Almada,11_2281,38.6329647882084,-9.2250518288489,data_tst,2281
Fonte Telha (Estr F Telha 223),11_2280,38.6283079485888,-9.22012985938369,data_tst,2280
Fonte Telha (Estr F Telha 3),11_2294,38.6294518650834,-9.2213436152275,data_tst,2294
Fonte Telha (Estr F Telha 31) P Campismo Almada,11_2283,38.6347164663827,-9.22690252904454,data_tst,2283
Fonte Telha (Estr F Telha Fte 143),11_2134,38.6331114328224,-9.22520229059388,data_tst,2134
Fonte Telha (Estr F Telha Fte 223),11_2246,38.6282860241718,-9.22010736188955,data_tst,2246
Fonte Telha (Estr F Telha Fte 3),11_2293,38.6294858962863,-9.22137908987853,data_tst,2293
Fonte Telha (Estr F Telha Fte 7),11_2282,38.6360216346899,-9.22824774691238,data_tst,2282
Fonte Telha (Estr F Telha) (X) Pq Camp Piedense,11_561,38.6301952080167,-9.22213342855655,data_tst,561
Fonte Telha (Estr F Telha) (X) Praia Castelo,11_2105,38.6151590221349,-9.21066719456691,data_tst,2105
Fonte Telha (Estr F Telha) (X) Praia Mata,11_2286,38.6265180928742,-9.21823354624723,data_tst,2286
Fonte Telha (Estr F Telha) (X) Praia Pescador,11_2287,38.6109395681013,-9.20772811846189,data_tst,2287
Fonte Telha (Estr F Telha) (X) Praia Riviera,11_2225,38.622969919377,-9.21539037032158,data_tst,2225
Fonte Telha (Estr F Telha) (X) R Nova (Fte 117),11_2292,38.636446620019,-9.2287121020284,data_tst,2292
Fonte Telha (Estr F Telha) Descida Vacas,11_2279,38.6093004426778,-9.20576167387227,data_tst,2279
Fonte Telha (Estr F Telha) Fte (X) Pq Camp Piedens,11_2284,38.630446878142,-9.22238967014988,data_tst,2284
Fonte Telha (Estr F Telha) Fte (X) Praia Saúde,11_2291,38.6317858642262,-9.22379048779063,data_tst,2291
Fonte Telha (Estr F Telha) Junto Pq Camp Almada,11_2278,38.6344839395074,-9.22666765269729,data_tst,2278
Fonte Telha (Estr F Telha) Praia Rainha I,11_2288,38.6198132474475,-9.21358414234984,data_tst,2288
Fonte Telha (Estr F Telha) Praia Rainha II,11_2219,38.6177563837154,-9.21242981083722,data_tst,2219
Fonte Telha (Estr Militar-Brigada Fiscal),11_1313,38.5758559931676,-9.19316704099689,data_tst,1313
Fonte Telha (Fte Brigada Fiscal),11_2308,38.5764898811345,-9.19349318811782,data_tst,2308
Fonte Telha (Praia),11_1314,38.57240021046,-9.19523798813774,data_tst,1314
Fonte Vaca (Aceiro Esc Carregueira),11_286,38.640331959566,-8.93321853018034,data_tst,286
Fonte Vaca (Aceiro Esc Carregueira) Esc Primária,11_3254,38.6432636365169,-8.93767394218051,data_tst,3254
Fonte Vaca (Aceiro Esc Carregueira) Fte Esc Primár,11_3261,38.6432778165889,-8.93769251968078,data_tst,3261
Fonte Vaca (Aceiro José Canarinho),11_285,38.639632310314,-8.92715345840671,data_tst,285
Fonte Vaca Norte (Aceiro F Silvestre) (X) EM 1024,11_262,38.656276680287,-8.92295165589129,data_tst,262
Fonte Vaca Norte (EM 1024),11_331,38.6567410781485,-8.92623600703283,data_tst,331
Fonte Vaca Sul (Aceiro F Silvestre) Fte Qta Olivei,11_263,38.6455031382301,-8.92083580325132,data_tst,263
Fonte Vaca Sul (Aceiro Francisco Silvestre),11_328,38.6397618260214,-8.9203830642607,data_tst,328
Forninho (EM 1032) (X) EM 533,11_3926,38.6627250265251,-8.73888217820534,data_tst,3926
Forninho (EM 1032) (X) R Izequiel Marcos,11_306,38.6556168309514,-8.7713805732876,data_tst,306
Forninho (EM 1032) R C Cabete (X) R J Cabete,11_1399,38.6648214872735,-8.75655843234383,data_tst,1399
Forninho (EM 1032) R C Cabete (X) R Marcolinos,11_309,38.6647649027242,-8.75618328874721,data_tst,309
Forninho (EM 1032) R Ferreira Costa,11_311,38.6627847911495,-8.767445499071,data_tst,311
Forninho (EM 1032) R J Carvalho,11_1398,38.6661808974678,-8.76458589315751,data_tst,1398
Forninho (EM 1032) R J Carvalho (X) R Alferes,11_310,38.6661712686042,-8.7646203284896,data_tst,310
Fornos (R Ponte Fte Lte A),11_2703,38.4604908807515,-9.15916030066536,data_tst,2703
Fornos (R Ponte Lte A),11_2702,38.4605279902467,-9.1592121390237,data_tst,2702
Fornos (Terminal),11_2463,38.4636819362558,-9.15859761537084,data_tst,2463
Fornos (X) (Estr Facho) Aldeia Meco (X) Fornos,11_2705,38.4586303755055,-9.16302930815468,data_tst,2705
Foros Amora (Est Ferroviária),11_3179,38.6205467801043,-9.1280574716071,data_sul_fertagus,3179
Foros Amora (Estr Foros Amora 109) O Garcia,11_1247,38.6134230035583,-9.12469032603708,data_tst,1247
Foros Amora (Estr Foros Amora 144),11_1248,38.6133351285981,-9.12469572188044,data_tst,1248
Foros Amora (Estr Foros Amora 167A) Veterinária,11_1249,38.6095848126006,-9.12503432460203,data_tst,1249
Foros Amora (Estr Foros Amora 204) Fte Veterinári,11_1250,38.609684827589,-9.12493709950965,data_tst,1250
Foros Amora (Estr Foros Amora 96),11_1251,38.6166597451374,-9.12519212168993,data_tst,1251
Foros Amora (Estr Foros Amora Fte 96) (X) Bº Sout,11_1252,38.6165986394889,-9.12517654719107,data_tst,1252
Foros Boavista (Estr Circunvalação) Fte Vivenda,11_4085,38.7551436281829,-8.62246362944748,data_tst,4085
Foros Boavista (Estr Circunvalação) Vivenda,11_4084,38.7551436281829,-8.62246362944748,data_tst,4084
Foros Boavista (Estr Veríssimos),11_4080,38.7552896242515,-8.62420434416475,data_tst,4080
Foros Boavista (Fte Monte Galhofa),11_4078,38.7585918341068,-8.62628945560249,data_tst,4078
Foros Boavista (Fte Monte Serôdios),11_4083,38.7542722823585,-8.6171999055672,data_tst,4083
Foros Boavista (Fte Qta Veríssimos),11_4081,38.7503645789399,-8.62153098480564,data_tst,4081
Foros Boavista (Fte) (X) Estr Foros Azinhal,11_4076,38.7611954219506,-8.627075716918,data_tst,4076
Foros Boavista (Monte Galhofa),11_4079,38.7585918341068,-8.62628945560249,data_tst,4079
Foros Boavista (Monte Serôdios),11_4082,38.7542722823585,-8.6171999055672,data_tst,4082
Foros Boavista (Qta Veríssimos),11_4086,38.7503645789399,-8.62153098480564,data_tst,4086
Foros Boavista (X) Estr Foros Azinhal,11_4077,38.7611954219506,-8.627075716918,data_tst,4077
Foros Carrapatal (EM 1127),11_269,38.7675063725611,-8.65549550314843,data_tst,269
Foros Carrapatal (EM 1127) Fte Lar 3ª Idade,11_270,38.7652267866853,-8.65616256274209,data_tst,270
Foros Carrapatal (EM 1127) Fte Qta Anacleto,11_275,38.7606913421211,-8.65730675955604,data_tst,275
Foros Carrapatal (EM 1127) Fte Qta Pereiras,11_271,38.75609918787,-8.65852102453519,data_tst,271
Foros Carrapatal (EM 1127) Lar 3ª Idade,11_273,38.7652164009484,-8.65616526604187,data_tst,273
Foros Carrapatal (EM 1127) Qta Anacleto,11_272,38.7606939414551,-8.65730607850489,data_tst,272
Foros Carrapatal (EM 1127) Qta Pereiras,11_274,38.7559939239425,-8.65855369816111,data_tst,274
Foros Trapo (EM 533) (X) R Actor Ant Silva,11_3717,38.705832210609,-8.72007861925028,data_tst,3717
Foros Trapo (EM 533) (X) R Vasco Santana,11_3716,38.6976816163161,-8.72560802986241,data_tst,3716
Foros Trapo (EM 533) Fte (X) R Actor Ant Silva,11_3143,38.7058544069738,-8.72013031907147,data_tst,3143
Foros Trapo (EM 533) Fte (X) R Vasco Santana,11_3725,38.6972811569062,-8.72571602639883,data_tst,3725
Foros Trapo (EM 533) Fte Loja José Pedro,11_3144,38.7101016944133,-8.7170222455997,data_tst,3144
Foros Trapo (EM 533) Fte Monte Constantino,11_3715,38.700250424025,-8.72370563720797,data_tst,3715
Foros Trapo (EM 533) Loja José Pedro,11_2973,38.7101993287062,-8.71695503278953,data_tst,2973
Foros Trapo (EM 533) Monte Constantino,11_3723,38.700294846458,-8.72367467851464,data_tst,3723
Foros de Amora,11017152,38.62064,-9.12888,data_fertagus,11017152
Frente Inapa,11_4227,38.4898190830498,-8.81466313268698,data_tst,4227
Funchalinho (Nó),11_2315,38.6541402790727,-9.21809811810407,data_tst,2315
FÁBRICA BRAÇO DE PRATA,1_12523,38.744609,-9.102136,data_carris,12523
FÁBRICA BRAÇO PRATA,1_12504,38.744944,-9.101139,data_carris,12504
Fábrica Gás,1_2201,38.750304,-9.096286,data_carris,2201
Fábrica Sécil,11_2404,38.5031102727468,-8.93202269273083,data_tst,2404
Fábrica Sécil (Forno),11_727,38.5023977735101,-8.93432444145433,data_tst,727
Fábrica Sécil (Portaria),11_730,38.5031795505259,-8.93184359535126,data_tst,730
Fábrica Sécil Frente (Portaria),11_4228,38.5030753303989,-8.93212158830262,data_tst,4228
GALINHEIRAS,1_11613,38.792083,-9.1503,data_carris,11613
GASOLINEIRAS,1_7609,38.78099,-9.124841,data_carris,7609
GEOFÍSICA,1_7607,38.775956,-9.126369,data_carris,7607
GOMES FREIRE,1_6901,38.725576,-9.140756,data_carris,6901
GOMES FREIRE - R. JOAQUIM BONI,1_6608,38.727769,-9.142964,data_carris,6608
GRAFANIL,1_11607,38.793154,-9.155407,data_carris,11607
GRAÇA,1_14803,38.717233,-9.129717,data_carris,14803
Gaio (Fte Esc Primária),11_3830,38.67055,-9.0043,data_tst,3830
Gaio (Junto Jardim) Fte 32,11_3831,38.6706102793005,-9.00679757325869,data_tst,3831
Gaio (R Alexandre Herculano 73),11_3832,38.6719932264455,-9.00528147875871,data_tst,3832
Gaio (R Alexandre Herculano 99),11_3833,38.6707479280163,-9.0038605358676,data_tst,3833
Gil Vicente,12_3,38.68247,-9.15235,data_metro_transportes_do_sul,3
Glória - Restauradores,1_1014,38.716169,-9.142668,data_carris,1014
Gás Portugal,1_2307,38.753497,-9.096143,data_carris,2307
Gâmbia (Café Flor Campo),11_743,38.5614171175709,-8.77282523715461,data_tst,743
Gâmbia (Fte Café Flor Campo),11_744,38.5614290071093,-8.77279274279924,data_tst,744
Gâmbia (R Liberdade) (X) R 9 Outubro,11_746,38.5557688152621,-8.76690325475074,data_tst,746
Gâmbia (R Liberdade) (X) Vale Judeus,11_748,38.5569531968927,-8.77140679726846,data_tst,748
Gâmbia (R Liberdade) Bº Indios,11_750,38.5548386829474,-8.76461785298615,data_tst,750
Gâmbia (R Liberdade) Monte Gâmbia,11_752,38.55311446887,-8.76152460688677,data_tst,752
HGO - CDC,11_4248,38.6746232303536,-9.1778957058163,data_tst,4248
HGO - Urgências,11_4247,38.6738830824908,-9.17788265622333,data_tst,4247
HGO Entrada Principal,11_4246,38.6731233769528,-9.17700240187474,data_tst,4246
HIPÓDROMO,1_5801,38.757618,-9.162504,data_carris,5801
HOSP. D. ESTEFÂNIA,1_6903,38.729467,-9.140491,data_carris,6903
HOSP. EGAS MONIZ,1_9506,38.698466,-9.188384,data_carris,9506
HOSP. FORÇAS ARMADAS,1_50102,38.769001,-9.174789,data_carris,50102
HOSP. JÚLIO MATOS,1_11304,38.757033,-9.144449,data_carris,11304
HOSP. LUZ,1_30001,38.755429,-9.192381,data_carris,30001
HOSP. PULIDO VALENTE,1_5811,38.764567,-9.157,data_carris,5811
HOSP. STO. ANTÓNIO CAPUCHOS,1_9205,38.722951,-9.141864,data_carris,9205
HOSPITAL DE SANTA MARIA,1_13503,38.748551,-9.157394,data_carris,13503
HOSPITAL EGAS MONIZ,1_9501,38.697425,-9.18815,data_carris,9501
Hosp. Descobertas,1_2406,38.757411,-9.098171,data_carris,2406
Hosp. Pulido Valente,1_5820,38.765541,-9.157426,data_carris,5820
Hospital Particular de Almada,11_4244,38.6733877545918,-9.15484964086715,data_tst,4244
I.S.C.S.P.,1_12928,38.713717,-9.198483,data_carris,12928
IGREJA ANJOS,1_701,38.72213,-9.135264,data_carris,701
IGREJA CARNIDE,1_12823,38.759825,-9.185002,data_carris,12823
IGREJA CHARNECA,1_6014,38.783567,-9.14325,data_carris,6014
IGREJA CRUZ QUEBRADA,1_4302,38.701032,-9.24951,data_carris,4302
IGREJA DA ENCARNAÇÃO,1_12205,38.7727,-9.11838,data_carris,12205
IGREJA DE BENFICA,1_10903,38.750615,-9.201455,data_carris,10903
IGREJA MADRE DEUS,1_9807,38.724688,-9.113388,data_carris,9807
IGREJA MEMÓRIA,1_13309,38.702452,-9.202531,data_carris,13309
IGREJA PENHA FRANÇA,1_7017,38.729893,-9.130941,data_carris,7017
IGREJA STA. MARIA MADALENA,1_5601,38.710048,-9.135271,data_carris,5601
IGREJA STO. CONDESTÁVEL,1_8018,38.714973,-9.166431,data_carris,8018
INETI,1_5935,38.769045,-9.179251,data_carris,5935
INST. ALTOS ESTUDOS MILITARES,1_13212,38.696888,-9.220126,data_carris,13212
INST. RICARDO JORGE,1_5815,38.767052,-9.164082,data_carris,5815
INSTITUTO DE ESTUDOS MILITARES,1_13211,38.696604,-9.220495,data_carris,13211
INTENDENTE,M26,38.72326,-9.13526,data_metro_de_lisboa,M26
ISEL,1_89919,38.75651,-9.113351,data_carris,89919
Igreja S. Sebastião Pedreira,1_1401,38.731809,-9.151616,data_carris,1401
Inapa,11_753,38.489912328833,-8.81496479529807,data_tst,753
JARDIM AMOREIRAS,1_6823,38.721516,-9.156541,data_carris,6823
JARDIM CONSTANTINO,1_6503,38.730844,-9.137709,data_carris,6503
JARDIM DA ESTRELA,1_8103,38.715563,-9.160011,data_carris,8103
JARDIM DAS AMOREIRAS,1_6824,38.721471,-9.156386,data_carris,6824
JARDIM DO ALTO DE SANTO AMARO,1_12002,38.704189,-9.185534,data_carris,12002
JARDIM JACARANDÁS,1_79101,38.778753,-9.095246,data_carris,79101
JARDIM ZOOLÓGICO,M06,38.7412,-9.16836,data_metro_de_lisboa,M06
Jardia (Caminho Pinhal Areia),11_3910,38.6714444557679,-8.92256423370479,data_tst,3910
Jardia (Rua das Rolas) Bairro Miranda,11_4203,38.6739149489794,-8.92518830202236,data_tst,4203
LAB. QUÍMICA MILITAR,1_12317,38.777535,-9.113185,data_carris,12317
LAPA,1_10003,38.711165,-9.158409,data_carris,10003
LARANJEIRAS,M05,38.74849,-9.17252,data_metro_de_lisboa,M05
LARANJEIRAS (METRO),1_12709,38.747564,-9.170923,data_carris,12709
LARGO DA PRINCESA,1_13205,38.694955,-9.21549,data_carris,13205
LARGO DAS NECESSIDADES,1_9419,38.707289,-9.171592,data_carris,9419
LARGO DO CALHARIZ,1_10507,38.710764,-9.145802,data_carris,10507
