shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
161573,38.792745,-9.121603,16,
161574,38.76799,-9.100009,1,
161574,38.768475,-9.098836,2,
161574,38.771557,-9.097346,3,
161574,38.7745,-9.097095,4,
161574,38.775044,-9.10224,5,
161574,38.77424,-9.106243,6,
161574,38.775077,-9.111413,7,
161574,38.776049,-9.113543,8,
161574,38.777166,-9.116168,9,
161574,38.779376,-9.120132,10,
161574,38.781644,-9.119414,11,
161574,38.783563,-9.124536,12,
161574,38.785864,-9.123835,13,
161574,38.788411,-9.123737,14,
161574,38.790108,-9.123886,15,
161574,38.791228,-9.120914,16,
161574,38.792745,-9.121603,17,
161575,38.792745,-9.121603,1,
161575,38.791489,-9.123335,2,
161575,38.790195,-9.123126,3,
161575,38.788306,-9.123888,4,
161575,38.786098,-9.12392,5,
161575,38.783924,-9.124792,6,
161575,38.781403,-9.120347,7,
161575,38.779063,-9.116294,8,
161575,38.77758,-9.113709,9,
161575,38.775849,-9.111081,10,
161575,38.773794,-9.10476,11,
161575,38.77478,-9.101771,12,
161575,38.774377,-9.097532,13,
161575,38.771328,-9.097768,14,
161575,38.767173,-9.099085,15,
161575,38.76799,-9.100009,16,
161576,38.792745,-9.121603,1,
161576,38.791489,-9.123335,2,
161576,38.790195,-9.123126,3,
161576,38.788306,-9.123888,4,
161576,38.786098,-9.12392,5,
161576,38.783924,-9.124792,6,
161576,38.781403,-9.120347,7,
161576,38.779131,-9.120172,8,
161576,38.77707,-9.1159,9,
161576,38.776092,-9.113833,10,
161576,38.775372,-9.110767,11,
161576,38.773794,-9.10476,12,
161576,38.77478,-9.101771,13,
161576,38.774377,-9.097532,14,
161576,38.771328,-9.097768,15,
161576,38.767173,-9.099085,16,
161576,38.76799,-9.100009,17,
161602,38.745823,-9.148119,1,
161602,38.742781,-9.146696,2,
161602,38.746112,-9.147539,3,
161602,38.748365,-9.147014,4,
161602,38.7489,-9.13674,5,
161602,38.748643,-9.132049,6,
161602,38.747899,-9.108954,7,
161602,38.744363,-9.110927,8,
161602,38.743196,-9.111952,9,
161602,38.74446,-9.113232,10,
161602,38.746554,-9.11281,11,
161602,38.748168,-9.112946,12,
161602,38.752047,-9.113506,13,
161602,38.755094,-9.113547,14,
161602,38.756676,-9.11324,15,
161603,38.667593,-9.163809,1,
161603,38.674281,-9.173324,2,
161603,38.723303,-9.165632,3,
161603,38.724091,-9.160724,4,
161603,38.724903,-9.154848,5,
161603,38.724659,-9.150856,6,
161603,38.726214,-9.147411,7,
161603,38.727463,-9.145783,8,
161603,38.729876,-9.143497,9,
161719,38.742577,-9.168298,1,
161719,38.741185,-9.163293,2,
161719,38.741146,-9.15987,3,
161719,38.741685,-9.15617,4,
161719,38.743144,-9.156701,5,
161719,38.744846,-9.156582,6,
161719,38.743946,-9.154776,7,
161719,38.745335,-9.152417,8,
161719,38.748551,-9.157394,9,
161719,38.750195,-9.158911,10,
161719,38.75019,-9.161581,11,
161719,38.751631,-9.167508,12,
161719,38.754345,-9.169218,13,
161719,38.755739,-9.168599,14,
161729,38.725664,-9.149046,1,
161729,38.726303,-9.149265,2,
161729,38.728781,-9.147763,3,
161729,38.730498,-9.146706,4,
161729,38.733918,-9.144647,5,
161729,38.738523,-9.145875,6,
161729,38.742978,-9.146744,7,
161729,38.745929,-9.147482,8,
161729,38.747588,-9.147887,9,
161729,38.749795,-9.148247,10,
161729,38.752318,-9.149647,11,
161729,38.755135,-9.150347,12,
161729,38.757033,-9.144449,13,
161729,38.758312,-9.140357,14,
161729,38.759639,-9.136479,15,
161729,38.762248,-9.130256,16,
161729,38.767825,-9.128712,17,
161729,38.769828,-9.126596,18,
161729,38.770198,-9.123142,19,
161729,38.770812,-9.121557,20,
161729,38.7727,-9.11838,21,
161729,38.774067,-9.116782,22,
161729,38.776734,-9.117893,23,
161729,38.779376,-9.120132,24,
161729,38.781644,-9.119414,25,
161729,38.783563,-9.124536,26,
161729,38.785864,-9.123835,27,
161729,38.788411,-9.123737,28,
161729,38.790213,-9.124354,29,
161730,38.790213,-9.124354,1,
161730,38.788306,-9.123888,2,
161730,38.786098,-9.12392,3,
161730,38.783924,-9.124792,4,
161730,38.780902,-9.120093,5,
161730,38.779131,-9.120172,6,
161730,38.7763,-9.11801,7,
161730,38.773574,-9.118671,8,
161730,38.771084,-9.121878,9,
161730,38.769616,-9.123139,10,
161730,38.770196,-9.127342,11,
161730,38.768962,-9.127978,12,
161730,38.762363,-9.130498,13,
161730,38.759463,-9.137137,14,
161730,38.758137,-9.141655,15,
161730,38.756315,-9.146929,16,
161730,38.753913,-9.152563,17,
161730,38.752125,-9.151248,18,
161730,38.748985,-9.149486,19,
161730,38.747207,-9.14842,20,
161730,38.745169,-9.147953,21,
161730,38.741701,-9.146947,22,
161730,38.738267,-9.146059,23,
161730,38.733625,-9.145091,24,
161730,38.730371,-9.147066,25,
161730,38.72861,-9.148146,26,
161730,38.726623,-9.149521,27,
161730,38.725664,-9.149046,28,
161797,38.730742,-9.173324,1,
161797,38.732509,-9.171798,2,
161797,38.734679,-9.170232,3,
161797,38.733084,-9.169057,4,
161797,38.730838,-9.168603,5,
161797,38.726199,-9.170424,6,
161797,38.726359,-9.167668,7,
161797,38.728512,-9.16599,8,
161797,38.726812,-9.165069,9,
161797,38.727591,-9.161782,10,
161797,38.726686,-9.158574,11,
161797,38.724903,-9.154848,12,
161797,38.724996,-9.152672,13,
161797,38.725429,-9.151414,14,
161798,38.732509,-9.171798,1,
161798,38.734679,-9.170232,2,
161798,38.733084,-9.169057,3,
161798,38.730838,-9.168603,4,
161798,38.726199,-9.170424,5,
161798,38.726359,-9.167668,6,
161798,38.728512,-9.16599,7,
161798,38.726812,-9.165069,8,
161798,38.727591,-9.161782,9,
161798,38.726686,-9.158574,10,
161798,38.724903,-9.154848,11,
161798,38.724996,-9.152672,12,
161798,38.725429,-9.151414,13,
161799,38.767759,-9.100032,1,
161799,38.768475,-9.098836,2,
161799,38.771557,-9.097346,3,
161799,38.7745,-9.097095,4,
161799,38.775044,-9.10224,5,
161799,38.77424,-9.106243,6,
161799,38.775077,-9.111413,7,
161799,38.776049,-9.113543,8,
161799,38.777166,-9.116168,9,
161799,38.779376,-9.120132,10,
161799,38.781644,-9.119414,11,
161799,38.782368,-9.126004,12,
161799,38.780466,-9.125435,13,
161799,38.777801,-9.127073,14,
161799,38.775838,-9.126505,15,
161799,38.774514,-9.126151,16,
161799,38.770196,-9.127342,17,
161799,38.768962,-9.127978,18,
161799,38.762109,-9.129801,19,
161799,38.758253,-9.130187,20,
161799,38.753794,-9.130617,21,
161799,38.7519,-9.130818,22,
161799,38.747994,-9.131192,23,
161799,38.745198,-9.131547,24,
161799,38.743292,-9.132833,25,
161799,38.745576,-9.135208,26,
161904,38.715296,-9.136134,1,
161904,38.7192,-9.135564,2,
161904,38.721997,-9.135277,3,
161904,38.723434,-9.133834,4,
161904,38.723116,-9.132004,5,
161904,38.722311,-9.131069,6,
161904,38.720979,-9.130203,7,
161904,38.719221,-9.12988,8,
161904,38.717217,-9.129884,9,
161904,38.715036,-9.128831,10,
161904,38.713507,-9.128725,11,
161904,38.713085,-9.129708,12,
161904,38.712182,-9.130408,13,
161904,38.711314,-9.130714,14,
161904,38.710166,-9.13234,15,
161904,38.710052,-9.134268,16,
161904,38.709669,-9.137048,17,
161904,38.708072,-9.140464,18,
161904,38.708265,-9.141982,19,
161904,38.710323,-9.142011,20,
161904,38.710788,-9.143595,21,
161904,38.710801,-9.145324,22,
161904,38.711046,-9.147603,23,
161904,38.711029,-9.14984,24,
161904,38.710769,-9.151869,25,
161904,38.711477,-9.153191,26,
161904,38.712478,-9.155726,27,
161904,38.712761,-9.157436,28,
161904,38.713209,-9.159841,29,
161913,38.726155,-9.150292,1,
161913,38.724659,-9.150856,2,
161913,38.726214,-9.147411,3,
161913,38.727463,-9.145783,4,
161913,38.728351,-9.142957,5,
161913,38.727535,-9.140802,6,
161913,38.727432,-9.138457,7,
161913,38.726012,-9.134327,8,
161913,38.723421,-9.131793,9,
161913,38.721287,-9.129196,10,
161913,38.721081,-9.127043,11,
161913,38.719177,-9.127983,12,
161913,38.718043,-9.127411,13,
161913,38.717615,-9.125099,14,
161913,38.717879,-9.122919,15,
161913,38.715436,-9.123224,16,
161913,38.713862,-9.124712,17,
161913,38.712352,-9.124901,18,
161913,38.713548,-9.123988,19,
161950,38.717845,-9.14178,1,
161950,38.718659,-9.14013,2,
161951,38.718659,-9.14013,1,
161951,38.717845,-9.14178,2,
162045,38.723715,-9.160708,1,
162045,38.724903,-9.154848,2,
162045,38.724996,-9.152672,3,
162045,38.726303,-9.149265,4,
162045,38.728781,-9.147763,5,
162045,38.730498,-9.146706,6,
162045,38.733918,-9.144647,7,
162045,38.738523,-9.145875,8,
162045,38.742978,-9.146744,9,
162045,38.745929,-9.147482,10,
162045,38.747588,-9.147887,11,
162045,38.749795,-9.148247,12,
162045,38.752318,-9.149647,13,
162045,38.755135,-9.150347,14,
162045,38.757033,-9.144449,15,
162045,38.758312,-9.140357,16,
162045,38.759639,-9.136479,17,
162045,38.762248,-9.130256,18,
162045,38.767825,-9.128712,19,
162045,38.769828,-9.126596,20,
162045,38.770198,-9.123142,21,
162045,38.770812,-9.121557,22,
162045,38.7727,-9.11838,23,
162045,38.774067,-9.116782,24,
162045,38.776734,-9.117893,25,
162045,38.779376,-9.120132,26,
162045,38.781644,-9.119414,27,
162045,38.783563,-9.124536,28,
162045,38.785864,-9.123835,29,
162045,38.788411,-9.123737,30,
162045,38.790213,-9.124354,31,
162046,38.723715,-9.160708,1,
162046,38.724903,-9.154848,2,
162046,38.724996,-9.152672,3,
162046,38.726303,-9.149265,4,
162046,38.728781,-9.147763,5,
162046,38.730498,-9.146706,6,
162046,38.733918,-9.144647,7,
162046,38.738523,-9.145875,8,
162046,38.742978,-9.146744,9,
162046,38.745929,-9.147482,10,
162046,38.747588,-9.147887,11,
162046,38.749795,-9.148247,12,
162046,38.752318,-9.149647,13,
162046,38.755135,-9.150347,14,
162046,38.757033,-9.144449,15,
162046,38.758312,-9.140357,16,
162046,38.759639,-9.136479,17,
162046,38.762248,-9.130256,18,
162046,38.767825,-9.128712,19,
162046,38.769828,-9.126596,20,
162046,38.770198,-9.123142,21,
162046,38.770812,-9.121557,22,
162046,38.7727,-9.11838,23,
162046,38.774067,-9.116782,24,
162046,38.776734,-9.117893,25,
162046,38.779376,-9.120132,26,
162046,38.78238,-9.118146,27,
162046,38.783537,-9.11562,28,
162046,38.783692,-9.112204,29,
162046,38.785492,-9.111395,30,
162047,38.708497,-9.133432,1,
162047,38.709676,-9.136384,2,
162047,38.714269,-9.139119,3,
162047,38.716116,-9.141752,4,
162047,38.71974,-9.145015,5,
162047,38.726303,-9.149265,6,
162047,38.728781,-9.147763,7,
162047,38.730498,-9.146706,8,
162047,38.733918,-9.144647,9,
162047,38.738523,-9.145875,10,
162047,38.742978,-9.146744,11,
162047,38.745929,-9.147482,12,
162047,38.747588,-9.147887,13,
162047,38.749795,-9.148247,14,
162047,38.752318,-9.149647,15,
162047,38.755135,-9.150347,16,
162047,38.757033,-9.144449,17,
162047,38.758312,-9.140357,18,
162047,38.759639,-9.136479,19,
162047,38.762248,-9.130256,20,
162047,38.767825,-9.128712,21,
162047,38.769828,-9.126596,22,
162047,38.770198,-9.123142,23,
162047,38.770812,-9.121557,24,
162047,38.7727,-9.11838,25,
162047,38.774067,-9.116782,26,
162047,38.776734,-9.117893,27,
162047,38.779376,-9.120132,28,
162047,38.781644,-9.119414,29,
162047,38.783563,-9.124536,30,
162047,38.785864,-9.123835,31,
162047,38.788411,-9.123737,32,
162047,38.790213,-9.124354,33,
162048,38.790213,-9.124354,1,
162048,38.788306,-9.123888,2,
162048,38.786098,-9.12392,3,
162048,38.783924,-9.124792,4,
162048,38.780902,-9.120093,5,
162048,38.779131,-9.120172,6,
162048,38.7763,-9.11801,7,
162048,38.773574,-9.118671,8,
162048,38.771084,-9.121878,9,
162048,38.769616,-9.123139,10,
162048,38.770196,-9.127342,11,
162048,38.768962,-9.127978,12,
162048,38.762363,-9.130498,13,
162048,38.759463,-9.137137,14,
162048,38.758137,-9.141655,15,
162048,38.756315,-9.146929,16,
162048,38.753913,-9.152563,17,
162048,38.752125,-9.151248,18,
162048,38.748985,-9.149486,19,
162048,38.747207,-9.14842,20,
162048,38.745169,-9.147953,21,
162048,38.741701,-9.146947,22,
162048,38.738267,-9.146059,23,
162048,38.733625,-9.145091,24,
162048,38.730371,-9.147066,25,
162048,38.72861,-9.148146,26,
162048,38.726623,-9.149521,27,
162048,38.725307,-9.151907,28,
162048,38.725106,-9.155305,29,
162048,38.724375,-9.160904,30,
162048,38.723715,-9.160708,31,
162049,38.785492,-9.111395,1,
162049,38.785481,-9.111498,2,
162049,38.783803,-9.112503,3,
162049,38.783611,-9.116269,4,
162049,38.782287,-9.118428,5,
162049,38.779131,-9.120172,6,
162049,38.7763,-9.11801,7,
162049,38.773574,-9.118671,8,
162049,38.771084,-9.121878,9,
162049,38.769616,-9.123139,10,
162049,38.770196,-9.127342,11,
162049,38.768962,-9.127978,12,
162049,38.762363,-9.130498,13,
162049,38.759463,-9.137137,14,
162049,38.758137,-9.141655,15,
162049,38.756315,-9.146929,16,
162049,38.753913,-9.152563,17,
162049,38.752125,-9.151248,18,
162049,38.748985,-9.149486,19,
162049,38.747207,-9.14842,20,
162049,38.745169,-9.147953,21,
162049,38.741701,-9.146947,22,
162049,38.738267,-9.146059,23,
162049,38.733625,-9.145091,24,
162049,38.730371,-9.147066,25,
162049,38.72861,-9.148146,26,
162049,38.726623,-9.149521,27,
162049,38.725307,-9.151907,28,
162049,38.725106,-9.155305,29,
162049,38.724375,-9.160904,30,
162049,38.723715,-9.160708,31,
162050,38.716169,-9.142668,1,
162050,38.714218,-9.143906,2,
162051,38.714218,-9.143906,1,
162051,38.716169,-9.142668,2,
162054,38.712136,-9.139237,1,
162054,38.712053,-9.139588,2,
162055,38.712053,-9.139588,1,
162055,38.712136,-9.139237,2,
162136,38.713209,-9.159841,1,
162136,38.712735,-9.157825,2,
162136,38.712568,-9.156345,3,
162136,38.712221,-9.15514,4,
162136,38.71036,-9.152648,5,
162136,38.709803,-9.151728,6,
162136,38.710972,-9.149486,7,
162136,38.710816,-9.146005,8,
162136,38.710486,-9.143816,9,
162136,38.710081,-9.142464,10,
162136,38.70794,-9.142578,11,
162136,38.707962,-9.141422,12,
162136,38.708037,-9.139901,13,
162136,38.709421,-9.137717,14,
162136,38.710048,-9.135271,15,
162136,38.709761,-9.133769,16,
162136,38.710327,-9.13163,17,
162136,38.711581,-9.130576,18,
162136,38.71253,-9.130601,19,
162136,38.712887,-9.129493,20,
162136,38.713507,-9.128725,21,
162136,38.715074,-9.12873,22,
162136,38.717233,-9.129717,23,
162136,38.719031,-9.129837,24,
162136,38.721337,-9.129827,25,
162136,38.722851,-9.13132,26,
162136,38.723908,-9.132035,27,
162136,38.723818,-9.133251,28,
162136,38.723561,-9.134471,29,
162136,38.722122,-9.135445,30,
162136,38.71916,-9.135736,31,
162136,38.714959,-9.13662,32,
162138,38.69877,-9.227479,1,
162138,38.698227,-9.225041,2,
162138,38.696888,-9.220126,3,
162138,38.698776,-9.21784,4,
162138,38.700965,-9.216338,5,
162138,38.706369,-9.216063,6,
162138,38.709821,-9.214984,7,
162138,38.711876,-9.214167,8,
162138,38.715797,-9.214703,9,
162138,38.716945,-9.212807,10,
162138,38.717461,-9.209535,11,
162138,38.714452,-9.204562,12,
162138,38.713611,-9.203659,13,
162138,38.712098,-9.201783,14,
162138,38.712093,-9.199184,15,
162138,38.713717,-9.198483,16,
162138,38.713933,-9.196977,17,
162138,38.717839,-9.199307,18,
162138,38.72208,-9.196783,19,
162138,38.723966,-9.193623,20,
162138,38.723391,-9.187149,21,
162138,38.719873,-9.185344,22,
162138,38.723133,-9.181984,23,
162138,38.723303,-9.165632,24,
162138,38.724091,-9.160724,25,
162138,38.724903,-9.154848,26,
162138,38.724659,-9.150856,27,
162138,38.726214,-9.147411,28,
162138,38.726737,-9.145766,29,
162138,38.72499,-9.144184,30,
162138,38.722571,-9.141549,31,
162138,38.721962,-9.13921,32,
162138,38.720609,-9.137991,33,
162139,38.69877,-9.227479,1,
162139,38.698227,-9.225041,2,
162139,38.696888,-9.220126,3,
162139,38.698776,-9.21784,4,
162139,38.700965,-9.216338,5,
162139,38.706369,-9.216063,6,
162139,38.709821,-9.214984,7,
162139,38.711876,-9.214167,8,
162139,38.715797,-9.214703,9,
162139,38.716945,-9.212807,10,
162139,38.717461,-9.209535,11,
162139,38.714452,-9.204562,12,
162139,38.713611,-9.203659,13,
162139,38.712098,-9.201783,14,
162139,38.713324,-9.200872,15,
162139,38.717839,-9.199307,16,
162139,38.72208,-9.196783,17,
162139,38.723966,-9.193623,18,
162139,38.723391,-9.187149,19,
162139,38.719873,-9.185344,20,
162139,38.723133,-9.181984,21,
162139,38.723303,-9.165632,22,
162139,38.724091,-9.160724,23,
162139,38.724903,-9.154848,24,
162139,38.724659,-9.150856,25,
162139,38.726214,-9.147411,26,
162139,38.726737,-9.145766,27,
162139,38.72499,-9.144184,28,
162139,38.722571,-9.141549,29,
162139,38.721962,-9.13921,30,
162139,38.720609,-9.137991,31,
162141,38.745013,-9.198958,1,
162141,38.745259,-9.202972,2,
162141,38.743823,-9.205766,3,
162141,38.741619,-9.202895,4,
162141,38.736466,-9.205918,5,
162141,38.733622,-9.207665,6,
162141,38.728043,-9.209359,7,
162141,38.727522,-9.212151,8,
162141,38.713332,-9.225254,9,
162141,38.711082,-9.22619,10,
162141,38.7077,-9.225723,11,
162141,38.705725,-9.226824,12,
162141,38.703206,-9.227356,13,
162141,38.701126,-9.22801,14,
162141,38.698568,-9.227241,15,
162146,38.731375,-9.168504,1,
162146,38.733334,-9.168901,2,
162146,38.734887,-9.170344,3,
162146,38.73251,-9.172404,4,
162146,38.730742,-9.173324,5,
162147,38.730742,-9.173324,1,
162147,38.732509,-9.171798,2,
162147,38.734679,-9.170232,3,
162147,38.733084,-9.169057,4,
162147,38.730838,-9.168603,5,
162159,38.6989397779291,-9.22700938098196,1,
162159,38.697115,-9.200836,2,
162162,38.725307,-9.151907,1,
162162,38.725106,-9.155305,2,
162162,38.724375,-9.160904,3,
162162,38.723244,-9.166678,4,
162162,38.673814,-9.174005,5,
162162,38.667593,-9.163809,6,
162163,38.667593,-9.163809,1,
162163,38.674281,-9.173324,2,
162163,38.723303,-9.165632,3,
162163,38.724091,-9.160724,4,
162163,38.724903,-9.154848,5,
162163,38.724659,-9.150856,6,
162260,38.743554,-9.144859,1,
162260,38.741788,-9.144241,2,
162260,38.742781,-9.146696,3,
162260,38.746112,-9.147539,4,
162260,38.747447,-9.14785,5,
162260,38.748173,-9.150075,6,
