service_id,date,exception_type
27659163,20191201,1
27659163,20191208,1
27659163,20200216,1
27659163,20201101,1
27659163,20201005,1
27659163,20211101,1
27659163,20200225,1
27659163,20201201,1
27659163,20201208,1
27659163,20210216,1
27659163,20211005,1
27659163,20191225,1
27659163,20200101,1
27659163,20200603,1
27659163,20200610,1
27659163,20211201,1
27659163,20211208,1
27659163,20200402,1
27659163,20200611,1
27659163,20210603,1
27659163,20210610,1
27659163,20191101,1
27659163,20200501,1
27659163,20201225,1
27659161,20191201,1
27659161,20191208,1
27659161,20200216,1
27659161,20201101,1
27659161,20201005,1
27659161,20211101,1
27659161,20200225,1
27659161,20201201,1
27659161,20201208,1
27659161,20210216,1
27659161,20211005,1
27659161,20191225,1
27659161,20200101,1
27659161,20200603,1
27659161,20200610,1
27659161,20211201,1
27659161,20211208,1
27659161,20200402,1
27659161,20200611,1
27659161,20210603,1
27659161,20210610,1
27659161,20191101,1
27659161,20200501,1
27659161,20201225,1
27658911,20191005,1
27658911,20200404,1
27658911,20200425,1
27658911,20200613,1
27658911,20210501,1
27658905,20191005,1
27658905,20200404,1
27658905,20200425,1
27658905,20200613,1
27658905,20210501,1
27659142,20191201,1
27659142,20191208,1
27659142,20200216,1
27659142,20201101,1
27659142,20201005,1
27659142,20211101,1
27659142,20200225,1
27659142,20201201,1
27659142,20201208,1
27659142,20210216,1
27659142,20211005,1
27659142,20191225,1
27659142,20200101,1
27659142,20200603,1
27659142,20200610,1
27659142,20211201,1
27659142,20211208,1
27659142,20200402,1
27659142,20200611,1
27659142,20210603,1
27659142,20210610,1
27659142,20191101,1
27659142,20200501,1
27659142,20201225,1
27659145,20191201,1
27659145,20191208,1
27659145,20200216,1
27659145,20201101,1
27659145,20201005,1
27659145,20211101,1
27659145,20200225,1
27659145,20201201,1
27659145,20201208,1
27659145,20210216,1
27659145,20211005,1
27659145,20191225,1
27659145,20200101,1
27659145,20200603,1
27659145,20200610,1
27659145,20211201,1
27659145,20211208,1
27659145,20200402,1
27659145,20200611,1
27659145,20210603,1
27659145,20210610,1
27659145,20191101,1
27659145,20200501,1
27659145,20201225,1
27659156,20191201,1
27659156,20191208,1
27659156,20200216,1
27659156,20201101,1
27659156,20201005,1
27659156,20211101,1
27659156,20200225,1
27659156,20201201,1
27659156,20201208,1
27659156,20210216,1
27659156,20211005,1
27659156,20191225,1
27659156,20200101,1
27659156,20200603,1
27659156,20200610,1
27659156,20211201,1
27659156,20211208,1
27659156,20200402,1
27659156,20200611,1
27659156,20210603,1
27659156,20210610,1
27659156,20191101,1
27659156,20200501,1
27659156,20201225,1
27658848,20191005,1
27658848,20200404,1
27658848,20200425,1
27658848,20200613,1
27658848,20210501,1
27658854,20191005,1
27658854,20200404,1
27658854,20200425,1
27658854,20200613,1
27658854,20210501,1
27658863,20191005,1
27658863,20200404,1
27658863,20200425,1
27658863,20200613,1
27658863,20210501,1
27658875,20191005,1
27658875,20200404,1
27658875,20200425,1
27658875,20200613,1
27658875,20210501,1
27658908,20191005,1
27658908,20200404,1
27658908,20200425,1
27658908,20200613,1
27658908,20210501,1
27659138,20191201,1
27659138,20191208,1
27659138,20200216,1
27659138,20201101,1
27659138,20201005,1
27659138,20211101,1
27659138,20200225,1
27659138,20201201,1
27659138,20201208,1
27659138,20210216,1
27659138,20211005,1
27659138,20191225,1
27659138,20200101,1
27659138,20200603,1
27659138,20200610,1
27659138,20211201,1
27659138,20211208,1
27659138,20200402,1
27659138,20200611,1
27659138,20210603,1
27659138,20210610,1
27659138,20191101,1
27659138,20200501,1
27659138,20201225,1
27659141,20191201,1
27659141,20191208,1
27659141,20200216,1
27659141,20201101,1
27659141,20201005,1
27659141,20211101,1
27659141,20200225,1
27659141,20201201,1
27659141,20201208,1
27659141,20210216,1
27659141,20211005,1
27659141,20191225,1
27659141,20200101,1
27659141,20200603,1
27659141,20200610,1
27659141,20211201,1
27659141,20211208,1
27659141,20200402,1
27659141,20200611,1
27659141,20210603,1
27659141,20210610,1
27659141,20191101,1
27659141,20200501,1
27659141,20201225,1
27659148,20191201,1
27659148,20191208,1
27659148,20200216,1
27659148,20201101,1
27659148,20201005,1
27659148,20211101,1
27659148,20200225,1
27659148,20201201,1
27659148,20201208,1
27659148,20210216,1
27659148,20211005,1
27659148,20191225,1
27659148,20200101,1
27659148,20200603,1
27659148,20200610,1
27659148,20211201,1
27659148,20211208,1
27659148,20200402,1
27659148,20200611,1
27659148,20210603,1
27659148,20210610,1
27659148,20191101,1
27659148,20200501,1
27659148,20201225,1
27659154,20191201,1
27659154,20191208,1
27659154,20200216,1
27659154,20201101,1
27659154,20201005,1
27659154,20211101,1
27659154,20200225,1
27659154,20201201,1
27659154,20201208,1
27659154,20210216,1
27659154,20211005,1
27659154,20191225,1
27659154,20200101,1
27659154,20200603,1
27659154,20200610,1
27659154,20211201,1
27659154,20211208,1
27659154,20200402,1
27659154,20200611,1
27659154,20210603,1
27659154,20210610,1
27659154,20191101,1
27659154,20200501,1
27659154,20201225,1
27659144,20191201,1
27659144,20191208,1
27659144,20200216,1
27659144,20201101,1
27659144,20201005,1
27659144,20211101,1
27659144,20200225,1
27659144,20201201,1
27659144,20201208,1
27659144,20210216,1
27659144,20211005,1
27659144,20191225,1
27659144,20200101,1
27659144,20200603,1
27659144,20200610,1
27659144,20211201,1
27659144,20211208,1
27659144,20200402,1
27659144,20200611,1
27659144,20210603,1
27659144,20210610,1
27659144,20191101,1
27659144,20200501,1
27659144,20201225,1
27659143,20191201,1
27659143,20191208,1
27659143,20200216,1
27659143,20201101,1
27659143,20201005,1
27659143,20211101,1
27659143,20200225,1
27659143,20201201,1
27659143,20201208,1
27659143,20210216,1
27659143,20211005,1
27659143,20191225,1
27659143,20200101,1
27659143,20200603,1
27659143,20200610,1
27659143,20211201,1
27659143,20211208,1
27659143,20200402,1
27659143,20200611,1
27659143,20210603,1
27659143,20210610,1
27659143,20191101,1
27659143,20200501,1
27659143,20201225,1
27659139,20191201,1
27659139,20191208,1
27659139,20200216,1
27659139,20201101,1
27659139,20201005,1
27659139,20211101,1
27659139,20200225,1
27659139,20201201,1
27659139,20201208,1
27659139,20210216,1
27659139,20211005,1
27659139,20191225,1
27659139,20200101,1
27659139,20200603,1
27659139,20200610,1
27659139,20211201,1
27659139,20211208,1
27659139,20200402,1
27659139,20200611,1
27659139,20210603,1
27659139,20210610,1
27659139,20191101,1
27659139,20200501,1
27659139,20201225,1
27659159,20191201,1
27659159,20191208,1
27659159,20200216,1
27659159,20201101,1
27659159,20201005,1
27659159,20211101,1
27659159,20200225,1
27659159,20201201,1
27659159,20201208,1
27659159,20210216,1
27659159,20211005,1
27659159,20191225,1
27659159,20200101,1
27659159,20200603,1
27659159,20200610,1
27659159,20211201,1
27659159,20211208,1
27659159,20200402,1
27659159,20200611,1
27659159,20210603,1
27659159,20210610,1
27659159,20191101,1
27659159,20200501,1
27659159,20201225,1
27658899,20191005,1
27658899,20200404,1
27658899,20200425,1
27658899,20200613,1
27658899,20210501,1
27658851,20191005,1
27658851,20200404,1
27658851,20200425,1
27658851,20200613,1
27658851,20210501,1
27659152,20191201,1
27659152,20191208,1
27659152,20200216,1
27659152,20201101,1
27659152,20201005,1
27659152,20211101,1
27659152,20200225,1
27659152,20201201,1
27659152,20201208,1
27659152,20210216,1
27659152,20211005,1
27659152,20191225,1
27659152,20200101,1
27659152,20200603,1
27659152,20200610,1
27659152,20211201,1
27659152,20211208,1
27659152,20200402,1
27659152,20200611,1
27659152,20210603,1
27659152,20210610,1
27659152,20191101,1
27659152,20200501,1
27659152,20201225,1
27659149,20191201,1
27659149,20191208,1
27659149,20200216,1
27659149,20201101,1
27659149,20201005,1
27659149,20211101,1
27659149,20200225,1
27659149,20201201,1
27659149,20201208,1
27659149,20210216,1
27659149,20211005,1
27659149,20191225,1
27659149,20200101,1
27659149,20200603,1
27659149,20200610,1
27659149,20211201,1
27659149,20211208,1
27659149,20200402,1
27659149,20200611,1
27659149,20210603,1
27659149,20210610,1
27659149,20191101,1
27659149,20200501,1
27659149,20201225,1
27658866,20191005,1
27658866,20200404,1
27658866,20200425,1
27658866,20200613,1
27658866,20210501,1
27658872,20191005,1
27658872,20200404,1
27658872,20200425,1
27658872,20200613,1
27658872,20210501,1
27658878,20191005,1
27658878,20200404,1
27658878,20200425,1
27658878,20200613,1
27658878,20210501,1
27658887,20191005,1
27658887,20200404,1
27658887,20200425,1
27658887,20200613,1
27658887,20210501,1
27659150,20191201,1
27659150,20191208,1
27659150,20200216,1
27659150,20201101,1
27659150,20201005,1
27659150,20211101,1
27659150,20200225,1
27659150,20201201,1
27659150,20201208,1
27659150,20210216,1
27659150,20211005,1
27659150,20191225,1
27659150,20200101,1
27659150,20200603,1
27659150,20200610,1
27659150,20211201,1
27659150,20211208,1
27659150,20200402,1
27659150,20200611,1
27659150,20210603,1
27659150,20210610,1
27659150,20191101,1
27659150,20200501,1
27659150,20201225,1
27659146,20191201,1
27659146,20191208,1
27659146,20200216,1
27659146,20201101,1
27659146,20201005,1
27659146,20211101,1
27659146,20200225,1
27659146,20201201,1
27659146,20201208,1
27659146,20210216,1
27659146,20211005,1
27659146,20191225,1
27659146,20200101,1
27659146,20200603,1
27659146,20200610,1
27659146,20211201,1
27659146,20211208,1
27659146,20200402,1
27659146,20200611,1
27659146,20210603,1
27659146,20210610,1
27659146,20191101,1
27659146,20200501,1
27659146,20201225,1
27659151,20191201,1
27659151,20191208,1
27659151,20200216,1
27659151,20201101,1
27659151,20201005,1
27659151,20211101,1
27659151,20200225,1
27659151,20201201,1
27659151,20201208,1
27659151,20210216,1
27659151,20211005,1
27659151,20191225,1
27659151,20200101,1
27659151,20200603,1
27659151,20200610,1
27659151,20211201,1
27659151,20211208,1
27659151,20200402,1
27659151,20200611,1
27659151,20210603,1
27659151,20210610,1
27659151,20191101,1
27659151,20200501,1
27659151,20201225,1
27659140,20191201,1
27659140,20191208,1
27659140,20200216,1
27659140,20201101,1
27659140,20201005,1
27659140,20211101,1
27659140,20200225,1
27659140,20201201,1
27659140,20201208,1
27659140,20210216,1
27659140,20211005,1
27659140,20191225,1
27659140,20200101,1
27659140,20200603,1
27659140,20200610,1
27659140,20211201,1
27659140,20211208,1
27659140,20200402,1
27659140,20200611,1
27659140,20210603,1
27659140,20210610,1
27659140,20191101,1
27659140,20200501,1
27659140,20201225,1
27659155,20191201,1
27659155,20191208,1
27659155,20200216,1
27659155,20201101,1
27659155,20201005,1
27659155,20211101,1
27659155,20200225,1
27659155,20201201,1
27659155,20201208,1
27659155,20210216,1
27659155,20211005,1
27659155,20191225,1
27659155,20200101,1
27659155,20200603,1
27659155,20200610,1
27659155,20211201,1
27659155,20211208,1
27659155,20200402,1
27659155,20200611,1
27659155,20210603,1
27659155,20210610,1
27659155,20191101,1
27659155,20200501,1
27659155,20201225,1
27659157,20191201,1
27659157,20191208,1
27659157,20200216,1
27659157,20201101,1
27659157,20201005,1
27659157,20211101,1
27659157,20200225,1
27659157,20201201,1
27659157,20201208,1
27659157,20210216,1
27659157,20211005,1
27659157,20191225,1
27659157,20200101,1
27659157,20200603,1
27659157,20200610,1
27659157,20211201,1
27659157,20211208,1
27659157,20200402,1
27659157,20200611,1
27659157,20210603,1
27659157,20210610,1
27659157,20191101,1
27659157,20200501,1
27659157,20201225,1
27658857,20191005,1
27658857,20200404,1
27658857,20200425,1
27658857,20200613,1
27658857,20210501,1
27658893,20191005,1
27658893,20200404,1
27658893,20200425,1
27658893,20200613,1
27658893,20210501,1
27658884,20191005,1
27658884,20200404,1
27658884,20200425,1
27658884,20200613,1
27658884,20210501,1
27659147,20191201,1
27659147,20191208,1
27659147,20200216,1
27659147,20201101,1
27659147,20201005,1
27659147,20211101,1
27659147,20200225,1
27659147,20201201,1
27659147,20201208,1
27659147,20210216,1
27659147,20211005,1
27659147,20191225,1
27659147,20200101,1
27659147,20200603,1
27659147,20200610,1
27659147,20211201,1
27659147,20211208,1
