shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
20085,38.6765234689372,-9.17103869523165,1,
20085,38.6790523079491,-9.16798185027602,2,
20085,38.677400657944,-9.167292052439,3,
20085,38.6781727151044,-9.16521345438985,4,
20085,38.6787558742916,-9.16336610336619,5,
20085,38.6789200441405,-9.16117505301096,6,
20085,38.6805473199958,-9.16002812240516,7,
20085,38.6816198091708,-9.15947491508811,8,
20085,38.6829477867174,-9.15782390244379,9,
20085,38.6823782093125,-9.15683428110736,10,
20085,38.6822203458231,-9.15449705930855,11,
20085,38.6823187325886,-9.15221994140534,12,
20085,38.6838567901749,-9.15034544424569,13,
20085,38.6849039632266,-9.1473288480168,14,
20085,38.6877541279532,-9.14684376343904,15,
20086,38.6877541279532,-9.14684376343904,1,
20086,38.6849905661304,-9.14748314500459,2,
20086,38.684042598557,-9.15031385065559,3,
20086,38.6821479207123,-9.1528518584838,4,
20086,38.6811395343984,-9.15447762636059,5,
20086,38.6797344053153,-9.15721900341348,6,
20086,38.6795271833556,-9.16021335615326,7,
20086,38.6808253336558,-9.16162472471605,8,
20086,38.6794543416287,-9.16431774836066,9,
20086,38.6790317428978,-9.16618354330689,10,
20086,38.6772858063119,-9.16757246693581,11,
20086,38.6785417741273,-9.16769061923157,12,
20086,38.6765234689372,-9.17103869523165,13,
20087,38.6592321549549,-9.17308855801364,1,
20087,38.6565110121093,-9.17027609636881,2,
20087,38.6551100342199,-9.1665819199068,3,
20087,38.6546326077094,-9.16309906360697,4,
20087,38.6539503707742,-9.16149224260263,5,
20087,38.6516601948962,-9.16053176840484,6,
20087,38.6533521281946,-9.15795631127263,7,
20087,38.6541222801076,-9.15449517421056,8,
20087,38.6564382389466,-9.15440906065946,9,
20087,38.6583812116252,-9.15569372025912,10,
20087,38.6601633079704,-9.15700666475918,11,
20087,38.6642023049812,-9.15977710136031,12,
20087,38.6677804474128,-9.15951816247001,13,
20087,38.6703365662457,-9.1591279626318,14,
20087,38.6737624836358,-9.16159287241894,15,
20087,38.6744847999507,-9.15951694009602,16,
20087,38.6759852124397,-9.15796379145598,17,
20087,38.677379354271,-9.15606961428782,18,
20087,38.6782998167995,-9.1534103380925,19,
20087,38.6796184873058,-9.15285153106719,20,
20087,38.6823187325886,-9.15221994140534,21,
20088,38.6824708445715,-9.15251109063585,1,
20088,38.6817983236854,-9.15237418702856,2,
20088,38.6796730924037,-9.15282710895439,3,
20088,38.6782947777523,-9.15341260914786,4,
20088,38.6773240990076,-9.15617409598234,5,
20088,38.675419611228,-9.15832339754725,6,
20088,38.6744938360456,-9.15958829811549,7,
20088,38.6741776761746,-9.16176502879464,8,
20088,38.6721669370672,-9.16097496085975,9,
20088,38.6685738419821,-9.15934830395541,10,
20088,38.6639604351785,-9.15967099110095,11,
20088,38.6601648268586,-9.15700768278487,12,
20088,38.6562103903009,-9.15432038101992,13,
20088,38.6549822241941,-9.15496049353019,14,
20088,38.653143196604,-9.15819243485595,15,
20088,38.6516679847726,-9.16056337688606,16,
20088,38.6539795072396,-9.16148556998588,17,
20088,38.6546688501004,-9.1633723939102,18,
20088,38.6551866093418,-9.16690630611949,19,
20088,38.6566336153918,-9.1707463407053,20,
20088,38.6592321549549,-9.17308855801364,21,
20093,38.6744833991319,-9.18755204298569,1,
20093,38.6711547820976,-9.19003156992204,2,
20093,38.669075644609,-9.18961015426985,3,
20093,38.667682384501,-9.18839534693817,4,
20093,38.6687594238588,-9.18498802872259,5,
20093,38.6690374910288,-9.18344289226642,6,
20093,38.6706569268442,-9.180397218213,7,
20093,38.6706337992921,-9.17842670059024,8,
20093,38.6676571638429,-9.18135896451795,9,
20093,38.666599220569,-9.18024293350731,10,
20093,38.6721837443299,-9.17515604088337,11,
20093,38.6725083190643,-9.17010621288794,12,
20093,38.6704919705236,-9.16539629135636,13,
20093,38.6696496523157,-9.16474242282024,14,
20093,38.6692888065069,-9.16273251609043,15,
20093,38.6711506242456,-9.16083737267747,16,
20093,38.6721006552655,-9.1600485699881,17,
20093,38.6736190958441,-9.15924809485536,18,
20093,38.6759852124397,-9.15796379145598,19,
20093,38.677379354271,-9.15606961428782,20,
20093,38.6782998167995,-9.1534103380925,21,
20093,38.6796184873058,-9.15285153106719,22,
20093,38.6823187325886,-9.15221994140534,23,
20093,38.6838567901749,-9.15034544424569,24,
20093,38.6849039632266,-9.1473288480168,25,
20093,38.6878332402555,-9.1468856003066,26,
20094,38.6878332402555,-9.1468856003066,1,
20094,38.6849905661304,-9.14748314500459,2,
20094,38.684042598557,-9.15031385065559,3,
20094,38.6817983236854,-9.15237418702856,4,
20094,38.6796730924037,-9.15282710895439,5,
20094,38.6782947777523,-9.15341260914786,6,
20094,38.6773240990076,-9.15617409598234,7,
20094,38.675419611228,-9.15832339754725,8,
20094,38.6740993483205,-9.15916833978729,9,
20094,38.6721023420035,-9.16004695839757,10,
20094,38.6708346015823,-9.16126194953632,11,
20094,38.6689061361639,-9.16225428863797,12,
20094,38.66858929511,-9.16411524551776,13,
20094,38.6696634320612,-9.16468926817616,14,
20094,38.6703919667303,-9.16537178484271,15,
20094,38.672344633813,-9.16991420120657,16,
20094,38.6730690759157,-9.17255363656067,17,
