service_id,date,exception_type
25964425,20191201,1
25964425,20191208,1
25964425,20200216,1
25964425,20201101,1
25964425,20201005,1
25964425,20211101,1
25964425,20200225,1
25964425,20201201,1
25964425,20201208,1
25964425,20210216,1
25964425,20211005,1
25964425,20191225,1
25964425,20200101,1
25964425,20200603,1
25964425,20200610,1
25964425,20211201,1
25964425,20211208,1
25964425,20200402,1
25964425,20200611,1
25964425,20210603,1
25964425,20210610,1
25964425,20191101,1
25964425,20200501,1
25964425,20201225,1
25964425,20191005,1
25964425,20200404,1
25964425,20200425,1
25964425,20200613,1
25964425,20210501,1
25964426,20191201,1
25964426,20191208,1
25964426,20200216,1
25964426,20201101,1
25964426,20201005,1
25964426,20211101,1
25964426,20200225,1
25964426,20201201,1
25964426,20201208,1
25964426,20210216,1
25964426,20211005,1
25964426,20191225,1
25964426,20200101,1
25964426,20200603,1
25964426,20200610,1
25964426,20211201,1
25964426,20211208,1
25964426,20200402,1
25964426,20200611,1
25964426,20210603,1
25964426,20210610,1
25964426,20191101,1
25964426,20200501,1
25964426,20201225,1
25964426,20191005,1
25964426,20200404,1
25964426,20200425,1
25964426,20200613,1
25964426,20210501,1
25964427,20191201,1
25964427,20191208,1
25964427,20200216,1
25964427,20201101,1
25964427,20201005,1
25964427,20211101,1
25964427,20200225,1
25964427,20201201,1
25964427,20201208,1
25964427,20210216,1
25964427,20211005,1
25964427,20191225,1
25964427,20200101,1
25964427,20200603,1
25964427,20200610,1
25964427,20211201,1
25964427,20211208,1
25964427,20200402,1
25964427,20200611,1
25964427,20210603,1
25964427,20210610,1
25964427,20191101,1
25964427,20200501,1
25964427,20201225,1
25964427,20191005,1
25964427,20200404,1
25964427,20200425,1
25964427,20200613,1
25964427,20210501,1
25964428,20191201,1
25964428,20191208,1
25964428,20200216,1
25964428,20201101,1
25964428,20201005,1
25964428,20211101,1
25964428,20200225,1
25964428,20201201,1
25964428,20201208,1
25964428,20210216,1
25964428,20211005,1
25964428,20191225,1
25964428,20200101,1
25964428,20200603,1
25964428,20200610,1
25964428,20211201,1
25964428,20211208,1
25964428,20200402,1
25964428,20200611,1
25964428,20210603,1
25964428,20210610,1
25964428,20191101,1
25964428,20200501,1
25964428,20201225,1
25964428,20191005,1
25964428,20200404,1
25964428,20200425,1
25964428,20200613,1
25964428,20210501,1
